pozo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,Qi_harm,di_harm,error_Qi_harm,error_di_harm,Qi_exp,di_exp,error_Qi_exp,error_di_exp,hidrocarburo_principal,ultima_produccion,mes_max,profundidad_total,trayectoria,first_oil,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,di_condensado,estado_actual,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,Np,Gp,Cp,Wp,tipo
MIQUETLA-58,0.235868,0.23562464672626093,0.9999999999999999,0.035125188886618114,0.011186762346298774,0.4774146483529775,0.23562471767237192,0.035125201074174155,0.011145790736871414,0.0029803992742114833,0.2358104150390625,10.0,0.018595682764304833,0.0,0.000241671927296,2018-11-01,560.0,2099.3,VERTICAL,1972-11-01,0.04390711084618932,3.096537077044905e-11,4.857093233447344e-13,5e-45,0.5,10.0,INACTIVO,0.047720319610951606,0.01714468499416896,0.01714468499414505,0.45453189892785817,0.18463507881587896,0.18463507881587896,0.06973557962968001,0.1844098666116389,0.0,0.06249570104823288,ALTA
MIQUETLA-63,0.138376,0.1382766886512,0.9999999999999999,0.028987069112600936,0.008783676649877432,1.2438990668143692,0.13827628683752882,0.028986972016019744,0.008715708759691234,0.004123001015023562,0.13830843359375,10.0,0.012705876959305617,0.0,0.0005082590054009999,2018-11-01,555.0,2100.0,VERTICAL,1973-04-01,0.025604977969012035,0.015620991746446544,2.761855806407273e-17,5e-45,0.5,10.0,INACTIVO,0.01049355510482587,0.0049377919996518764,0.004937791999816073,0.08595919981056714,0.04203301094085642,0.04203301094085565,0.02263187117591722,0.05146599882479486,0.0,0.014144208541712546,MEDIA
MIQUETLA-33,0.27738,0.27737999999999996,1.8589352150279356e-09,0.012238083595187986,0.016356509774758356,0.013453062216609996,0.2773799999998479,0.04019960998716817,0.02075869371785159,0.004026037998787371,0.2773122802734375,10.0,0.03858422269150418,0.0,0.00283,2015-12-01,549.0,2066.5,VERTICAL,1970-11-01,0.23593497669770855,3.7501106636402085e-11,0.007497041676469176,5e-45,0.5,10.0,INACTIVO,0.3260345507149614,0.06709504820535428,0.09488221383374018,1.164255248586092,0.3831683106702678,0.466401781707121,0.18925250999999998,0.32849465999999994,0.0,0.005960759999999998,ALTA
MIQUETLA-75,0.127841,0.1245597931045975,0.9999999999999999,0.03593770966771646,0.021325050421238032,0.219061688725349,0.12455979436233103,0.03593771027781791,0.019046673821762884,0.008267022096691397,0.11281099946745639,10.0,0.03361274569398606,0.0,0.000398634473071,2018-11-01,546.0,2023.0,VERTICAL,1974-01-01,0.18466213364847955,0.2764988035710713,0.014135636117231652,5e-45,0.5,10.0,INACTIVO,0.2881032516375875,0.12447930748126626,0.12447930748126565,1.1312558503748484,0.44051417940233206,0.46122880991126547,0.17314082109518186,0.3121993004976674,0.0,0.00826071876301113,MEDIA
MIQUETLA-78,0.155358,0.09619079444426396,0.9999999999999999,0.03029224863528728,0.011851215111615684,0.1771957181515829,0.09618745300753088,0.030290369911226706,0.0092135179085743,0.0048384590869282405,0.1552821416015625,10.0,0.027062982887118513,0.0,0.000265756315381,2018-11-01,543.0,2046.0,VERTICAL,1974-04-01,0.09692653992312096,8.078200594521192e-08,0.007730505790483691,5e-45,0.5,10.0,INACTIVO,0.23143999350851635,0.06904194582820244,0.06904194574370735,0.7573654726664711,0.29002231830862585,0.31073585293829187,0.19378989729970617,0.2878851502548083,0.0,0.006914036019780387,MEDIA
MIQUETLA-113,0.063455,0.02343970435040991,0.9999999999999964,0.001940557351653276,0.0028962172737790424,4.481984283940893,0.02343983408060562,0.0019406155882699743,0.002162813617440311,0.0008078269807615247,0.022604281651652087,0.001365019377366308,0.0018931164764039523,0.0004910291529402566,0.00159789648862,2020-02-01,543.0,2045.0,VERTICAL,1975-07-01,0.13922880424222903,0.9105766800224634,0.022983655010132702,5e-45,0.5,10.0,INACTIVO,0.03493654563295792,0.03485499250061248,0.03485499250301151,0.9284849356910505,0.9071760607797521,0.9073271091147598,0.1086867745531412,0.24958364761845847,0.0,0.0072899407632694285,MEDIA
MIQUETLA-18,0.372113,0.3721129999999213,0.733352438946914,0.030260860213539038,0.017750141594872943,0.08452171370680263,0.37211299945805154,0.045776070346784554,0.017896866427162806,0.0029966149599739782,0.3720221520996094,10.0,0.03537029078626632,0.0,0.00146,2014-01-01,542.0,2070.0,VERTICAL,1969-07-01,0.21265731274255353,0.39322634351978536,0.006130692953674085,5e-45,0.5,10.0,INACTIVO,0.38282358591334104,0.0961498170793586,0.09830787170409586,2.6012844087186915,1.3781900387738062,1.3964072035528585,0.26208609,0.53330652,0.0,0.012039569999999998,ALTA
MIQUETLA-79,0.205886,0.16064592241106124,0.6877489841225537,0.0315009955062074,0.022600762303604586,0.17367590940556124,0.1639250156071097,0.04393957486296208,0.022288341377370135,0.008353384163972348,0.14405697408930979,10.0,0.03519347285747381,0.0,0.000199317236535,2018-11-01,542.0,2079.0,VERTICAL,1974-05-01,0.2009835343751062,0.28870158380447614,0.013767673519856962,5e-45,0.5,10.0,INACTIVO,0.30221364975181797,0.12906125167426863,0.130731173290138,1.8945968437472935,1.1933813689755715,1.2205281192838626,0.15958201792457624,0.305620889729554,0.0,0.00795893372668617,MEDIA
MIQUETLA-67A,0.103572,0.1031857455694675,0.9999999999999999,0.05148583001725597,0.008996931116731133,0.2948664928214502,0.1031857493061362,0.05148583373622557,0.008951976755293424,0.00736940432928312,0.103521427734375,10.0,0.01259970382116899,0.0,0.000318264006529,2018-01-01,540.0,2116.0,VERTICAL,1973-09-01,0.015652390158207408,0.9994845777505079,1.1372106674424099e-16,5e-45,0.5,10.0,INACTIVO,0.01873279929297929,0.009471504753562445,0.009471504753562315,0.19329116332735094,0.1638914795462929,0.16389147954629257,0.03265142564572293,0.05634860511252436,0.0,0.010514324184846597,MEDIA
MIQUETLA-46,0.172056,0.16524506418127155,0.9999999999998836,0.0827737194521185,0.009362548268017083,0.104208860709822,0.16524552863217215,0.08277415650465524,0.009322239187416821,0.006822884362391373,0.17197198828125,10.0,0.01464344567498187,0.0,0.012024,2015-10-01,534.0,2076.0,VERTICAL,1971-12-01,0.026287447391433842,0.9999244543665737,2.904973272466372e-16,5e-45,0.5,10.0,INACTIVO,0.06625902488196889,0.02701876243715498,0.027018762436122036,0.47978841834993996,0.2648781239388781,0.2648781239389104,0.11716248000000005,0.24526188000000018,0.0,0.013093740000000003,MEDIA
MIQUETLA-108,0.080144,0.04357864007968876,0.9999999999998317,0.015421516306803572,0.004571646502808697,0.3514103237145727,0.043578739946382096,0.015421604822029105,0.0037724196495419462,0.0028514484543254296,0.03649511902076494,0.006542219323115759,0.002536999318475383,0.0007682656777069978,0.0014727329144,2018-11-01,534.0,2000.0,VERTICAL,1975-01-01,0.10777543604427971,0.39286881569192333,0.02018369381218079,5e-45,0.5,10.0,INACTIVO,0.04132224342904297,0.03888310775082128,0.0388831077509205,0.24179684227648585,0.24023485554957,0.24485263705884452,0.1111982114983043,0.17367090765006798,0.0,0.004543817867938094,MEDIA
MIQUETLA-65,0.101895,0.09302445196214244,0.9999999999999999,0.16563726537177131,0.01084542505149571,0.23798823197896174,0.0930232860101143,0.16563134289413023,0.010746842029195175,0.03589195578378858,0.10179549316406249,10.0,0.012240650718558836,0.0,0.0024287968338000004,2017-03-01,533.0,2101.0,VERTICAL,1973-06-01,0.032509305728977145,0.9999999999999999,2.0846776847849204e-19,5e-45,0.5,10.0,INACTIVO,0.023224197152132014,0.01814934262070292,0.0181493426358411,1.4459696862458735,1.2800434542330386,1.2800434542330386,0.04320419146285545,0.153118830020259,0.0,0.010656041262206133,MEDIA
MIQUETLA-81,0.118492,0.11838987060719246,0.9999999999999999,0.030320644089553764,0.012496219578386083,0.15688164537718519,0.11838948926533198,0.030320519878437605,0.012177105619888955,0.004185254171223264,0.118434142578125,10.0,0.022146430685722737,0.0,6.95283377167e-05,2018-04-01,533.0,2050.0,VERTICAL,1974-07-01,0.13206161874801334,0.18220414877516608,0.009143874141203451,5e-45,0.5,10.0,INACTIVO,0.136349101008671,0.04348978216136998,0.0434897821630256,0.5504600355262006,0.2480976068752598,0.26406364376169267,0.14717167585013147,0.22726290845006458,0.0,0.015054776997317998,MEDIA
MIQUETLA-12,0.14852,0.13312057632702926,0.3748764870589532,0.012929938603338399,0.01795552903799262,0.15799519122689615,0.14851999999972124,0.028838599152138513,0.018375576011018583,0.004713989106932758,0.14844748046875,10.0,0.028146867115819787,0.0,0.001053,2012-04-01,527.0,2082.8,VERTICAL,1969-01-01,0.0822988629377358,0.9999999999999766,0.004865009063390351,5e-45,0.5,10.0,INACTIVO,0.20202276275108244,0.08543775749768479,0.08837100773795932,1.0826617620327739,0.6971981293226809,0.6971981293617485,0.14563625999999982,0.29320550999999995,0.0,0.012828000000000006,MEDIA
MIQUETLA-110,0.077912,0.07791035921213865,4.4853280629370244e-08,0.004810384944271845,0.006838031104067318,0.920691302397432,0.077842963538264,0.020155864360819314,0.0068795902481080815,0.003871425876537496,0.0778359140625,10.0,0.009914247979424308,0.0,0.00127566134108,2019-05-01,526.0,1980.0,VERTICAL,1976-03-01,0.007863360594108774,0.9999823726739117,5.351098849820869e-14,5e-45,0.5,10.0,INACTIVO,0.0040299848328982785,0.0018707014520930314,0.001940484077891073,0.006000579840203121,0.0033417795840662476,0.0033417795846725114,0.011124861037738973,0.010143734328926282,0.0,0.003148466906502834,MEDIA
MIQUETLA-77,0.216369,0.1388570606782144,0.6784608342867846,0.022830009265462036,0.019888237918560422,0.18601734946034318,0.16575391279684643,0.038491959364018655,0.020243665622047515,0.007023543647142026,0.19193999811983267,10.0,0.03983686077685888,0.0,6.06614834827e-05,2017-01-01,522.0,2044.0,VERTICAL,1974-03-01,0.18723199131707366,1.412368767810086e-09,0.00831897083568909,5e-45,0.5,10.0,INACTIVO,0.45704893724779305,0.16257552677704223,0.16343200924610024,3.1333085964766636,1.7755859283856192,1.8379971462366975,0.23142411833039983,0.47809524573700163,0.0,0.010161306018109752,MEDIA
MIQUETLA-23,0.5113,0.5112375540465885,0.9999999999999999,0.12498970823365275,0.0023585829747999392,8.960294790246113,0.5112375440435022,0.1249897057565652,0.002278607649840352,0.00916625544007043,0.5112375854492188,10.0,0.008475805702414173,0.0,0.006769,2012-06-01,517.0,669.0,VERTICAL,1969-12-01,0.009577528624816868,0.0001697923156824821,1.0967147207329411e-12,5e-45,0.5,10.0,INACTIVO,0.0010775892345761494,7.7880791086226e-05,7.788079233449633e-05,0.001969548351117813,0.0004101480523431334,0.00041014807857560614,0.01914003,0.00488454,0.0,0.00364662,ALTA
MIQUETLA-84,0.125796,0.12450071352476352,0.9999999999999999,0.05894203751945303,0.011274933437984769,0.15793532887825928,0.12450069267672745,0.05894202155242184,0.011105801716544588,0.007485583968860784,0.125734576171875,10.0,0.01986347221244051,0.0,0.00188567576179,2017-01-01,514.0,2079.0,VERTICAL,1974-10-01,0.08085985925168375,9.764728062340606e-10,0.009462624483006296,5e-45,0.5,10.0,INACTIVO,0.07141491262852571,0.022962546068894883,0.0229625460688967,0.22630766177951483,0.09970371043661641,0.10758747775887573,0.08203643103389699,0.11366407828668121,0.0,0.014406143589266791,MEDIA
MIQUETLA-91,0.14081,0.13375297879713438,0.9999999999999999,0.12299074424360487,0.010670307974218501,0.16716850557811058,0.13375006907889953,0.12298429644887432,0.010600125957130365,0.016403369885151772,0.1407412451171875,10.0,0.014244756976104528,0.0,8.0881977977e-05,2017-01-01,512.0,2035.0,VERTICAL,1974-12-01,0.026141776405849207,7.294408166295162e-08,0.00237173421968465,5e-45,0.5,10.0,INACTIVO,0.03490105342502393,0.019498267610438408,0.019498267610925945,0.10015697165818202,0.05088371041062786,0.05107370219316795,0.059818463884597696,0.08404855603111014,0.0,0.007064511946141461,MEDIA
MIQUETLA-117,0.040884,0.015413242639138668,0.9999999999999999,0.00268494664010211,0.0028262799286745315,2.4215800091605932,0.015412802487775927,0.0026846360376303934,0.001993756307277571,0.0011989551544366547,0.0010155082956002691,10.0,0.014665083618048082,0.0,0.000403418044959,2018-11-01,512.0,2050.0,VERTICAL,1976-10-01,0.017495289816829546,1.185349177008064e-12,3.542123977209164e-18,5e-45,0.5,10.0,INACTIVO,0.04000203001952765,0.018407196848069917,0.018407196829504778,0.16277004752724464,0.10522602640770529,0.10522602640788531,0.05941306976931926,0.09867343458507648,0.0,0.005269465853463522,BAJA
MIQUETLA-11,0.12831199999999998,0.1283119999999988,1.0705413238184956e-12,0.008389241640966083,0.005107074305225292,1.0392560787697117e-05,0.12831199999999995,0.018737244239478538,0.02012472080965295,0.004132731075461467,0.12802494536875045,10.0,0.036587989470638245,0.0,0.010269,2010-12-01,511.0,2027.0,VERTICAL,1968-12-01,0.21934582799597407,1.0993659149726047e-10,0.007847689156834356,5e-45,0.5,10.0,INACTIVO,0.31459002877333075,0.08193474044094887,0.10637974720292995,1.3661897390042435,0.6173292929684266,0.6832615068645562,0.17676407999999982,0.33033024000000005,0.0,0.0070339800000000004,MEDIA
MIQUETLA-80,0.268027,0.22865751156900854,1.6585367209469333e-08,0.017886971290103033,0.018636648164152586,0.08432857980827121,0.2118621107244555,0.03900204584066126,0.02378395537340003,0.006154391071077629,0.11678100872911312,10.0,0.043605308330644306,0.0,0.00125291963411,2016-01-01,506.0,2064.0,VERTICAL,1974-06-01,0.19160409271974777,0.4411005753102037,0.01369437938978947,5e-45,0.5,10.0,INACTIVO,0.5780325660416097,0.15840308011383702,0.19574420135498427,1.2463853728204297,0.48698598280415833,0.5053390687097734,0.23295041758902327,0.36682189027809015,0.0,0.008429257933898319,ALTA
MIQUETLA-5,0.208192,0.03100597883030393,1.138679647239016e-06,4.222493799067584e-18,0.004215965043502965,0.0,0.031005978802074455,2.7245251206084257e-16,0.004209558159768323,0.0004424217698898437,0.20814117187499998,10.0,0.04157766096529456,0.0,0.003903,2009-10-01,503.0,2244.0,VERTICAL,1968-06-01,0.024822398680794062,0.058636867829300846,2.1449077643505464e-17,5e-45,0.5,10.0,INACTIVO,0.5687429222524983,0.293873118700852,0.29387311870086175,0.5876933180777227,0.38374786936852245,0.38374786936796534,0.30788936999999983,0.24648599999999996,0.0,0.3287812200000001,MEDIA
MIQUETLA-48,0.272413,0.27241299999992585,0.9999999999407263,1.1824160298966857,inf,inf,0.2723464929360044,1.1821151866786999,inf,inf,0.2723464929199219,10.0,inf,inf,0.00046,2013-03-01,500.0,2042.0,VERTICAL,1972-02-01,0.001105667229786161,0.9999783384079165,5.6596484362134505e-12,5e-45,0.5,10.0,INACTIVO,2.160231917005154e-07,2.0586138894850573e-17,4.423189561319562e-09,4.9243282226562495e-06,2.4597842216752275e-06,2.459764586010364e-06,0.008186190000000001,6.654e-05,0.0,0.0032684100000000002,ALTA
ADULARIA-1,0.065833,0.040320554959291155,8.133696721728258e-10,0.0023906722642033744,0.002685346864689304,0.008038403486708326,0.0407695294245133,0.0036838568225971238,0.003532858854469093,0.0007686822762371474,0.0028410272755621975,10.0,0.02522157663604566,0.0,0.00192886822832,2019-01-01,480.0,1883.0,VERTICAL,1979-08-01,0.017528884923995482,2.0625560246821835e-13,1.6918161726871725e-16,5e-45,0.5,10.0,INACTIVO,0.0992359567692362,0.020884050688281933,0.02221641035439216,0.10841285867993011,0.0598680372101575,0.05986803721015814,0.09742328714368009,0.08308691457324935,0.0,0.005603121128001625,MEDIA
MIQUETLA-37,0.266809,0.25801749917336414,8.196288797574098e-09,0.011752462081979902,0.02171873136026171,0.056897140983919244,0.2668089999999968,0.028580778899662186,0.03457273147264279,0.005197378485824821,0.2667438610839844,10.0,0.06787494710321322,0.0,0.001217,1999-08-01,346.0,2030.0,VERTICAL,1971-03-01,0.3200262958488078,3.783797728177118e-09,0.007217887881057727,5e-45,0.5,10.0,INACTIVO,1.0135418577380784,0.23128088225654359,0.29355280561651115,5.436896888605729,2.286382497184202,2.527439276430101,0.3204242400000002,0.6730037099999997,0.0,0.004132200000000002,ALTA
MIQUETLA-38,0.290589,0.29058899999999993,1.4142852426263147e-07,0.013527634005064747,0.0243779650097179,0.11863812918547562,0.29058899999999993,0.04361027537841323,0.027199964320407475,0.005663134534701999,0.2905180554199219,10.0,0.045928545793085744,0.0,0.005661,1999-03-01,340.0,2020.0,VERTICAL,1971-04-01,0.21707308005454673,1.6897804878685576e-08,0.007932918990754377,5e-45,0.5,10.0,INACTIVO,0.31008640384413344,0.0877474173083839,0.10910383453570673,1.0224708467034236,0.4286282374749959,0.4846049666752527,0.1538194199999999,0.24484572000000004,0.0,0.00347505,ALTA
MIQUETLA-6,0.319157,0.3191569999991556,0.18628664742017773,0.01701227030441836,0.014787976346904841,0.07763649394896377,0.31915699980065976,0.052553838153258044,0.016682437669477742,0.0039633268415003855,0.3190790808105469,10.0,0.03491977558715076,0.0,0.001258,1995-11-01,333.0,2335.0,VERTICAL,1968-07-01,0.3288248020936417,3.3080419692746205e-09,0.007824776741581715,5e-45,0.5,10.0,INACTIVO,0.2011994699644001,0.03594749154332737,0.045975463099782024,2.011882358407374,0.8291875069020505,0.9876803807270791,0.1467423,0.34801235999999974,0.0,0.013466549999999999,ALTA
MIQUETLA-34,0.26782399999999995,0.26775860517563604,0.9999999999999999,0.4507419844574292,inf,inf,0.2677586131011969,0.4507419978635268,0.00034227348082044475,0.060548769715366185,0.26775861328124995,10.0,0.0025881710575209075,0.0,0.002015,1998-04-01,333.0,2032.0,VERTICAL,1970-12-01,0.0030383818886505084,0.9999999998692994,3.7170177174279744e-09,5e-45,0.5,10.0,INACTIVO,6.698629422988892e-06,1.1715217218375777e-07,1.1715113567320474e-07,7.15398334572754e-05,4.3835031943193766e-05,4.38350109702543e-05,0.008143859999999998,0.00027347999999999994,0.0,0.0017396700000000002,ALTA
MIQUETLA-76,0.110281,0.09601166917631664,3.1895094486403797e-09,0.012127320842980136,0.006091699495826134,0.02449732225371338,0.10862279321079951,0.027425639904380582,0.013111324373656497,0.005341956076531014,0.05593399766933144,10.0,0.036879224884743,0.0,0.001258,1995-11-01,265.0,2069.0,VERTICAL,1974-02-01,0.17714440779646123,6.262322250093235e-10,0.010352437968194418,5e-45,0.5,10.0,INACTIVO,0.246173978286,0.0401700609625661,0.051476395800116675,1.466503538438481,0.5774194208142066,0.6512042079391064,0.15191927999999977,0.3129091200000002,0.0,0.004186529999999999,MEDIA
MIQUETLA-1,0.012218,0.00538610639814013,1.0567210871198496e-06,0.00021784253174766995,0.0019628367622837304,64.40769993402816,0.005386945673234017,0.00022455402604478728,0.0017765369707489994,0.003963613655205594,0.00013787890955146948,10.0,0.007488389696719242,0.0,0.002519,2009-10-01,162.0,3472.0,VERTICAL,1996-06-01,0.00929649481633157,0.9999656386826493,8.083657362815037e-14,5e-45,0.5,10.0,INACTIVO,0.0004486078419994472,0.00016484567752252842,0.00016484716097723022,0.0024938773315657603,0.0016296348465052858,0.001629634846503468,0.00159789,0.00278895,0.0,0.00010847999999999998,BAJA
MIQUETLA-356,0.033322000000000004,0.016386443575534235,2.6528101157597835e-10,0.003168573755569925,0.0013492288176908747,0.0034255487072606967,0.01619980304619014,0.003145121882097735,0.0015664970484508696,0.002424991537624546,0.016391350317552792,0.0031785923999417182,0.001479869718746073,0.0019031725821523628,0.006944,2018-10-01,94.0,2369.0,VERTICAL,2011-01-01,0.012474134188876359,8.069517223319167e-07,5.203417676566165e-13,5e-45,0.5,10.0,INACTIVO,0.003714333105525219,0.0037143336677748855,0.0037320431046274287,0.010025963175319855,0.010025963175319874,0.010025963175319877,0.03729918661852203,0.03255749182984695,0.0,0.01550903652954848,BAJA
MIQUETLA-3134,0.035017,0.021865265155035608,0.9999999999999998,0.018203625346009923,0.002883635668085566,1.8141587355258786,0.02186518989299845,0.018203398134290453,0.002122855391243351,0.005440053245945063,0.019634564790689292,0.009736194730798921,0.0016843025116221782,0.0024526200711554526,0.0141771870968,2019-03-01,76.0,1870.0,DIRECCIONAL,2012-12-01,0.01681319431684088,0.9999999999999583,1.6848809431858308e-12,5e-45,0.5,10.0,INACTIVO,0.002700935212770376,0.0025911001779481487,0.002591100177336963,0.015908673729772043,0.015908673729940054,0.015908673729772196,0.029441846033967677,0.035307709236632255,0.0,0.007036634471700603,BAJA
MIQUETLA-3275,0.094113,0.08928391973658534,1.4253888366368827e-06,0.09059284830362171,0.008800561953841672,0.3640554482273328,0.09185474916369846,0.16851417593965504,0.011110995871534178,0.044652839570101625,0.08928468591965398,0.0905938030826119,0.007142969489457189,0.0112883554448107,0.00125569733333,2018-11-01,30.0,2162.0,DIRECCIONAL,2016-05-01,0.031727540355101606,1.306941316400251e-07,0.015701290107096925,5e-45,0.5,10.0,INACTIVO,0.004488659746091811,0.004488660280417493,0.006262639813947003,0.014199586534572912,0.01419960885909748,0.014298977659957747,0.028827879276306596,0.02284791644280828,0.0,0.05634171375874469,MEDIA
