,Qi_hist,Qi_hyp,Qi_harm,Qi_exp,b,di_hyp,di_harm,di_exp,error_Qi_hyp,error_Qi_harm,error_Qi_exp,error_di_hyp,error_di_harm,error_di_exp,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica
tipo1,0.10472276923076922,0.07647204885475814,0.07595247833318251,0.0705699728875042,0.5381548673050595,0.015695980627359905,0.017606946541564743,1.5475193008116237,inf,inf,inf,inf,inf,inf,0.10412824428332754,0.3842795287688335,0.006794088534182853,4.9999999999999985e-45,0.5,0.8598175616799885,0.8433176949090568,0.8435654980206964,13.083046292604065,12.375980857121867,12.377404898676822
tipo2,0.262947625,0.2083280609417306,0.2111090215445548,0.19824391895909368,0.3087445556743107,0.018393732482698315,0.02449743210167969,0.011750433203106167,0.012636974850402749,0.014281704861044442,0.010953820353280462,0.30262815070954796,0.005224882981708739,0.0015732116914046555,0.2226243750419407,0.2916934577009784,0.009928549881786014,5e-45,0.5,0.37454908388874547,0.3679714827003875,0.38516382900625357,2.5008934353828267,2.49553258985939,2.5391694482526685
tipo3,0.3659728,0.26674887266288333,0.2728583664068217,0.2497761059839637,0.5794189419999622,0.00426479467756059,0.005149570069967184,0.0026737651349366992,0.010985685770470124,0.010410464517389792,0.008204637631823886,2.5309426672171584,0.0004891873519258824,0.00019278161633490086,0.23668022426475765,0.40000001249741235,0.0010933940184005553,4.999999999999999e-45,0.5,1.905270348212273,1.8584345502351318,1.8660935999472616,11.066644158872897,11.064933808237438,11.123911434788885
