pozo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,Qi_harm,di_harm,error_Qi_harm,error_di_harm,Qi_exp,di_exp,error_Qi_exp,error_di_exp,hidrocarburo_principal,ultima_produccion,mes_max,profundidad_total,trayectoria,first_oil,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,di_condensado,estado_actual,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,Np,Gp,Cp,Wp,acum_BOE,RGA,corte_agua
MIQUETLA-39,0.387533,0.3872057381234859,0.9999999999999999,0.07196510102864505,0.013118529535324533,0.30809626748276153,0.387205778928868,0.07196511004951872,0.013071784451419929,0.006431295462916804,0.3874383874511719,5.0,0.019089240416283525,0.0,aceite_Mbd,2020-02-01,594.0,2045.0,VERTICAL,1971-05-01,0.014135947422797942,0.9967008038556553,5.745240896696146e-16,5e-45,0.5,10.0,PRODUCTOR,0.05138027305356481,0.02409341890404327,0.024093418904006902,0.07244390635452248,0.043868909816228416,0.04386890981628106,0.0765798750570537,0.0606432317252517,0.0,0.057956167636637086,0.0866870803445956,1385.6982139956122,0.7462406723363395
MIQUETLA-40,0.222659,0.22018982349216337,0.9999999999999999,0.05920733488273668,0.012066667285739532,0.15253922455163135,0.22018982214067026,0.05920733413385298,0.012036901647847952,0.004851556945608399,0.22260463989257812,5.0,0.018461032173922982,0.0,aceite_Mbd,2020-02-01,593.0,2060.0,VERTICAL,1971-06-01,0.02977473384034535,0.999999999999981,0.0010848192288292753,5e-45,0.5,10.0,PRODUCTOR,0.09338186024589373,0.03975240351021598,0.03975240351021618,0.2840706249006364,0.14621282216024736,0.14621282216522777,0.12948584456507983,0.18439126720925028,0.0,0.017536366431683558,0.16021772243328838,1693.238811425466,0.1612882122893645
MIQUETLA-41,0.197419,0.1639678946119797,0.9999999999999999,0.02810620970931744,0.016919105024815893,0.12435786381595,0.16394684732165957,0.028100948603849027,0.015678862943727376,0.0037244903124443833,0.19732260400390628,5.0,0.03379793924802238,0.0,aceite_Mbd,2020-02-01,592.0,2040.4,VERTICAL,1971-07-01,0.07945799998466446,1.8458061231332455e-10,0.0017953902263184035,5e-45,0.5,10.0,PRODUCTOR,0.3929514399100759,0.1008612876980799,0.10086128781679848,2.942435088474336,1.4952268639532487,1.5111191448335943,0.2923580690642849,0.6234777101577242,0.0,0.015485220039657598,0.3962710207572391,2087.044303097092,0.07510039041776637
MIQUETLA-42,0.164549,0.1640381463695215,0.9999999999999999,0.03550512396347823,0.006384198629863682,0.25881865957729033,0.1640381581558304,0.03550512856811403,0.006361424987511099,0.002370736678550342,0.16446865380859374,5.0,0.012639344059424797,0.0,aceite_Mbd,2020-02-01,591.0,2025.0,VERTICAL,1971-08-01,0.02365626829414109,1.7516045345278286e-06,4.4066889983695066e-16,5e-45,0.5,10.0,PRODUCTOR,0.023004434628362436,0.005828405245625374,0.005828405245624436,0.17435158333624917,0.09264719617170818,0.09264719617189693,0.0539868751751578,0.1036144554896565,0.0,0.01010193536450283,0.07125595109010052,2114.937855014935,0.17571537477387236
MIQUETLA-43,0.187017,0.1864914604466202,0.9999999999999999,0.03263707298125784,0.012299718323358941,0.6335706884563315,0.18649147074537667,0.03263707731715962,0.012225711832526772,0.00472165191582382,0.18692568310546873,5.0,0.016558444487406954,0.0,aceite_Mbd,2020-02-01,590.0,3117.0,VERTICAL,1971-09-01,0.002121999940066882,0.0039813369055531345,1.2590320065504054e-13,5e-45,0.5,10.0,PRODUCTOR,0.023031295042773167,0.01255649875459828,0.012556498754597025,0.058012800685898286,0.051614243396688325,0.05161424329921444,0.03664712166976512,0.04796749118327822,0.0,0.009481235542943998,0.044641703533644835,2121.548672109731,0.6966991508304633
MIQUETLA-44,0.145477,0.029198019958979003,0.9999999999999999,0.002808187925486087,0.0051472531970925585,1.5199487014906101,0.029196851542644786,0.002807814064938881,0.003658659320280933,0.0010490882140036415,0.14522100211074984,0.6669233278474497,0.022763949306966732,0.5436442273101124,aceite_Mbd,2020-02-01,588.0,2035.0,VERTICAL,1971-10-01,0.037926772241419174,9.827916466198516e-07,4.722606504868888e-12,5e-45,0.5,10.0,PRODUCTOR,0.12126781968923157,0.05980358236702611,0.059803582242470815,0.41417353753928193,0.4141735375940049,0.4141735375391311,0.13138930352207845,0.2685216012622699,0.0,0.012603128698121698,0.17614290373245695,2135.373357380203,0.1490339817319413
MIQUETLA-45,0.196032,0.19603199999988782,0.5697958521762827,0.020772861987438367,0.01873273580891245,0.1388719994298417,0.19603199999999998,0.036077921031696755,0.018881594935846194,0.004635486635095172,0.19593628125,5.0,0.029297966297289087,0.0,aceite_Mbd,2020-02-01,587.0,2030.0,VERTICAL,1971-11-01,0.11330416291913195,0.32583599071447106,0.006603080749137358,5e-45,0.5,10.0,INACTIVO,0.2103008531434864,0.08589167773347031,0.08805972637859878,0.6460187856385928,0.3571952064117272,0.3626366963681586,0.15176663346591884,0.2307798221509137,0.0,0.01115477836112579,0.1902299371577379,1696.152451993218,0.10850632128221424
MIQUETLA-46,0.172056,0.1652450640642832,0.9999999999998836,0.0827737193726906,0.009362548267965277,0.10420886100125037,0.16524552868382503,0.08277415654326586,0.009322239187655986,0.006822884363752459,0.17197198828125,5.0,0.01464344567498187,0.0,aceite_Mbd,2015-10-01,534.0,2076.0,VERTICAL,1971-12-01,0.02628744694428348,0.9999999999999999,3.630996225871151e-18,5e-45,0.5,10.0,INACTIVO,0.06625902488196889,0.027018762437155223,0.02701876243612197,0.47978841536193984,0.2648781239388746,0.26487812393887833,0.11716248000000005,0.24526188000000018,0.0,0.013093740000000003,0.15803945999999996,2481.411342973281,0.15176519685201872
MIQUETLA-47,0.339446,0.25428982151581875,0.1675884286429151,0.01456232582881385,0.02050279125363256,0.07658227872387587,0.24726857517598846,0.03379834263935933,0.023430707697054035,0.004211513568291995,0.18524499924535442,5.0,0.04208900612583507,0.0,aceite_Mbd,2020-02-01,585.0,2062.0,VERTICAL,1972-01-01,0.18136619412257093,0.8393306647288545,0.011795095243484878,5e-45,0.5,10.0,PRODUCTOR,0.6731640859310213,0.17634266201636395,0.2200745318331758,1.6798171298151354,0.7344606548460969,0.7355703685956116,0.302813259764011,0.5199138318299324,0.0,0.01296458262298488,0.38946556506900004,2411.1812487290667,0.07211382384010241
MIQUETLA-48,0.272413,0.27241299999992585,0.9999999999407263,1.1824160314873156,inf,inf,0.2723464929360044,1.1821151866786999,inf,inf,0.2723464929199219,5.0,inf,inf,aceite_Mbd,2013-03-01,500.0,2042.0,VERTICAL,1972-02-01,0.0011078862471623685,0.9998626841352937,1.899205172773875e-12,5e-45,0.5,10.0,INACTIVO,2.160231917005154e-07,2.059174505368556e-17,4.423189561319562e-09,4.9243282226562495e-06,2.4597644832265607e-06,2.4597645788938694e-06,0.008186190000000001,6.654e-05,0.0,0.0032684100000000002,0.008197280000000001,2410.869565217391,0.2737548278277596
MIQUETLA-49,0.231505,0.23144848022460937,0.5,10.0,inf,inf,0.23144848022460937,10.0,inf,inf,0.23144848022460937,5.0,inf,inf,aceite_Mbd,1972-03-01,0.0,2060.0,VERTICAL,1972-03-01,5e-45,0.5,5.0,5e-45,0.5,10.0,INACTIVO,3.194485010205874e-09,3.194485010205874e-09,3.194485010205874e-09,2.5e-89,2.5e-89,2.5e-89,0.00694515,0.0,0.0,0.00276954,0.00694515,0.0,0.39877324463834474
MIQUETLA-50,0.218675,0.21867488971217303,0.416337004197494,0.013843988623212521,0.003968678073706932,0.500461300141125,0.21862203817540732,0.050885270648366884,0.0039454758661211006,0.004103990605364225,0.21862161254882814,5.0,0.009062736425030249,0.0,aceite_Mbd,2020-01-01,581.0,2055.0,VERTICAL,1972-04-01,0.023161699165562703,1.4134756748840523e-09,1.5958418293874234e-13,5e-45,0.5,10.0,PRODUCTOR,0.0033674608518923727,0.0006300162358706855,0.0006382381907433888,0.042204618789589324,0.01913664893239104,0.01913664896624053,0.016659266976425398,0.029878593224013,0.0,0.006584511673910156,0.021639032513760904,3000.594833768775,0.4254162228852299
MIQUETLA-51,0.177332,0.17564543902200871,0.9999999999999999,0.09839913914577227,0.012205899311624871,0.2390099907012728,0.1756454388357701,0.09839913879975588,0.012159317029154184,0.012493403954965048,0.17724541210937497,5.0,0.016160583213701996,0.0,aceite_Mbd,2018-07-01,562.0,2070.6,VERTICAL,1972-05-01,0.020276999995737698,1.3485900179712493e-13,0.0009782827066441295,5e-45,0.5,10.0,INACTIVO,0.038913503021241025,0.022052985474411275,0.02205298547441132,0.11549544806545686,0.07253341854077518,0.07277532594003619,0.05116815010101082,0.07415533953870448,0.0,0.0068358367182760425,0.06352737335746153,2324.687552194152,0.20935591261729825
MIQUETLA-52,0.15389,0.142147948052604,0.9999999999999999,0.06889246817592729,0.015481697684587773,0.2131102183167084,0.142137549121666,0.06888180333818773,0.015373073270767593,0.011724864858059857,0.1538148583984375,5.0,0.01864309081722648,0.0,aceite_Mbd,2020-02-01,580.0,2300.0,VERTICAL,1972-06-01,0.01811299981110649,0.9999999999999379,2.8191006335114913e-12,5e-45,0.5,10.0,PRODUCTOR,0.07055566154952893,0.04851500515521362,0.04851500516519543,2.3651102853336905,2.0523630070630934,2.0523630058693385,0.09429726717139314,0.31469428079617673,0.0,0.008265087959706242,0.1467463139707558,2845.134538960025,0.07475572308353708
MIQUETLA-54,0.17063599999999998,0.15399879538206246,0.9999999999999999,0.15145963627974077,0.01778070791187318,0.18568652497518265,0.15399787538350154,0.15145765028113267,0.017589960559646504,0.02890179977606906,0.17055268164062498,5.0,0.020650766008303196,0.0,aceite_Mbd,2020-02-01,579.0,2080.3,VERTICAL,1972-07-01,0.03768070399407777,3.756414552524845e-06,5.52423360904275e-18,5e-45,0.5,10.0,PRODUCTOR,0.11130452968644927,0.08267917214826395,0.0826791721626572,0.8788201681320502,0.5054034374230303,0.5054034374230323,0.1271252552275831,0.2973007547182113,0.0,0.019844108150190484,0.17667538101395158,2433.1681201689826,0.1926152178090177
MIQUETLA-55,0.15968,0.15960203125,0.5,10.0,inf,inf,0.15960203124999997,10.0,inf,inf,0.15960203125,5.0,inf,inf,aceite_Mbd,1972-08-01,0.0,2100.0,VERTICAL,1972-08-01,5e-45,0.5,5.0,5e-45,0.5,10.0,INACTIVO,6.0791259765609984e-09,6.0791259765609984e-09,6.079125976565327e-09,2.5e-89,2.5e-89,2.5e-89,0.0047904,0.0,0.0,0.00301302,0.0047904,0.0,0.6289704408817636
MIQUETLA-92,0.05234,0.01756793413033125,0.9999999999999999,0.0006741247496214243,0.0015709706214469858,7.528072846669702,0.01756798965113651,0.0006741407295669868,0.001124908185445767,0.0002764964123942661,0.017104084618356726,0.0004980569245192729,0.0010233929951603226,0.0002004762783656502,aceite_Mbd,2020-02-01,577.0,1974.0,VERTICAL,1972-09-01,0.130317467716587,0.9999999999988598,0.03218530680528476,5e-45,0.5,10.0,PRODUCTOR,0.027008717301345662,0.02694653524832629,0.026946535249545805,0.3759272032123201,0.3217738434173909,0.3217738434170828,0.1477069129585731,0.2674976907709589,0.0,0.01836521649381827,0.1922898614203996,1741.8815058372697,0.14277377953196163
MIQUETLA-56,0.12873099999999998,0.12866814306640623,0.5,10.0,inf,inf,0.12866814306640623,10.0,inf,inf,0.12866814306640623,5.0,inf,inf,aceite_Mbd,1972-09-01,0.0,2096.0,VERTICAL,1972-09-01,5e-45,0.5,5.0,5e-45,0.5,10.0,INACTIVO,3.950994100810088e-09,3.950994100810088e-09,3.950994100810088e-09,2.5e-89,2.5e-89,2.5e-89,0.0038619299999999995,0.0,0.0,0.0022266000000000005,0.0038619299999999995,0.0,0.5765511026869986
MIQUETLA-58,0.235868,0.2356246468283867,0.9999999999999999,0.03512518890707834,0.011186762346299747,0.47741465222728807,0.23562471769096816,0.03512520107912614,0.0111457907368839,0.002980399274933491,0.2358104150390625,5.0,0.018595682764304833,0.0,aceite_Mbd,2018-11-01,560.0,2099.3,VERTICAL,1972-11-01,0.04390711116675126,0.7369449964994119,1.0570854245536917e-18,5e-45,0.5,10.0,INACTIVO,0.047720319610951606,0.017144684994168914,0.017144684994145044,0.4545319003764705,0.18463507881587893,0.18463507882306385,0.06973557962968001,0.1844098666116389,0.0,0.06249570104823288,0.1004705573982865,3567.6846165375846,1.0922491778038166
MIQUETLA-59,0.241041,0.24098215209960938,0.5,10.0,inf,inf,0.24098215209960938,10.0,inf,inf,0.24098215209960938,5.0,inf,inf,aceite_Mbd,1972-12-01,0.0,500.0,VERTICAL,1972-12-01,5e-45,0.5,5.0,5e-45,0.5,10.0,TAPONADO,3.4630753803847962e-09,3.4630753803847962e-09,3.4630753803847962e-09,2.5e-89,2.5e-89,2.5e-89,0.00723123,0.0,0.0,0.00723123,0.00723123,0.0,1.0
MIQUETLA-95,0.05744700000000001,0.02583996665814418,2.742815829632908e-12,0.0015513004695475723,0.0011426765116578004,2.927364446253472e-05,0.026626279823033738,0.0022219823976059572,0.0021855117186869045,0.0006003434366963528,0.025840562918413013,0.001551419668964691,0.0017880182336446825,0.0002904971108764913,aceite_Mbd,2020-02-01,573.0,1978.0,VERTICAL,1973-01-01,0.05961094707003034,0.3573796841935294,0.0046595948389308,5e-45,0.5,10.0,PRODUCTOR,0.0539542914974446,0.05395400122412035,0.054131280483899646,0.24977024615986515,0.2491386696040943,0.2506174891495283,0.1557526779604638,0.23120739512651522,0.0,0.006527995768680285,0.19428724381488294,1550.339547647481,0.05872144998387905
MIQUETLA-60,0.120318,0.11230148989514063,0.9999999999999999,0.013635122159228814,0.019261713558665045,0.7104297646507907,0.11229918796917385,0.013634667706834112,0.01913943018792412,0.003224561696984988,0.12025925097656248,5.0,0.024965066872807216,0.0,aceite_Mbd,2020-02-01,573.0,2112.5,VERTICAL,1973-01-01,0.0043939999519631455,0.9999999999999939,1.7685764343808603e-13,5e-45,0.5,10.0,PRODUCTOR,0.07853007505943078,0.04637756792972496,0.04637756792916076,0.02875896020732067,0.017938189143298974,0.017938189124396,0.0716363692905438,0.04537582834667132,0.0,0.030600616672220582,0.07919900734832236,982.3541633055876,0.3424926148652365
MIQUETLA-107,0.135738,0.04294999591780227,0.9999999999999999,0.005244858501601415,0.0035051623815563907,0.5014292558056036,0.04294910845454262,0.005244565562191893,0.002824304742522582,0.0007907070947645178,0.034644105995656156,0.0020897255267151847,0.001977445578375302,0.00023825290906974133,aceite_Mbd,2020-02-01,573.0,2064.0,VERTICAL,1973-01-01,0.1627799586769237,0.9999999999999999,0.025936905726085754,5e-45,0.5,10.0,PRODUCTOR,0.09949469243904986,0.09587496181492407,0.09587496173825467,0.6650109948262517,0.5674530761137011,0.5674530761884232,0.2513987804170409,0.430808068380462,0.0,0.017921112160923115,0.32320012514711804,1937.1635915828888,0.0994927978164377
MIQUETLA-61,0.115912,0.11571375800177111,0.9999999999999999,1.7274315047384516,0.009656423665434576,0.9946574295013951,0.11571376540328518,1.7274320982523652,0.009592538906843364,0.9843871330284393,0.11588762518313164,0.7942453303874244,0.009794015146521291,0.4847558732557887,aceite_Mbd,2020-02-01,572.0,2120.4,VERTICAL,1973-02-01,0.03143078418212688,0.9999998420247478,0.0022895753696241202,5e-45,0.5,10.0,PRODUCTOR,0.007290248608849495,0.006993536748668916,0.006993536748662276,0.018714379668816044,0.018726928606684713,0.0187269286062263,0.022772090010198306,0.038844615481681506,0.0,0.009528067719725255,0.029246192590478545,2733.9456258913265,0.22703066541471914
MIQUETLA-62,0.112202,0.10837481019380199,0.9999999999999999,0.07197028155740587,0.010633515857766075,0.232134347806116,0.1083751052141231,0.07197073664826753,0.010594153004573916,0.011368905104693402,0.1121472138671875,5.0,0.012745827927732845,0.0,aceite_Mbd,2020-02-01,571.0,2098.0,VERTICAL,1973-03-01,0.01480899995723948,3.0441144523996044e-06,3.672444465430168e-15,5e-45,0.5,10.0,INACTIVO,0.03330350656049178,0.023073006507240822,0.023073006506547037,0.2772185264319133,0.22167814224259524,0.221678142238749,0.06362510034380432,0.102238661394345,0.0,0.008300385842439894,0.0806648772428618,1518.7113745317433,0.09123679032069651
MIQUETLA-63,0.138376,0.13827668865272894,0.9999999999999999,0.02898706911604313,0.008783676649876643,1.2438990705822928,0.13827628683555532,0.028986972012699553,0.008715708759694352,0.0041230010137484835,0.13830843359375,5.0,0.012705876959305619,0.0,aceite_Mbd,2018-11-01,555.0,2100.0,VERTICAL,1973-04-01,0.025604974541662565,0.0001669974752804266,2.986828483336274e-19,5e-45,0.5,10.0,INACTIVO,0.01049355510482587,0.004937791999651877,0.004937791999816075,0.08595920452705345,0.04203301094085563,0.04203301094219566,0.02263187117591722,0.05146599882479486,0.0,0.014144208541712546,0.031209537646716357,3220.7528035004048,0.7115662177468459
MIQUETLA-65,0.101895,0.09302445199782462,0.9999999999999999,0.16563726552242197,0.010845425051437908,0.23798823242978148,0.0930232859662637,0.16563134265120183,0.010746842028903535,0.035891955727333,0.10179549316406249,5.0,0.012240650718558836,0.0,aceite_Mbd,2017-03-01,533.0,2101.0,VERTICAL,1973-06-01,0.030723999998972146,2.0905940568293922e-08,1.3633825077428094e-13,5e-45,0.5,10.0,INACTIVO,0.023224197152132014,0.018149342620702575,0.018149342635841795,1.4459696864735583,1.2805438629357013,1.2805438695819797,0.04320419146285545,0.153118830020259,0.0,0.010656041262206133,0.06872399646623197,5734.436278759122,0.3917819640068451
MIQUETLA-66,0.08055,0.08011914447112922,0.07533123040623159,0.006246358184616572,0.0071262137070705715,0.20407878114201816,0.08054974027218188,0.023224275399120437,0.007385670193976669,0.00369245251019254,0.080471337890625,5.0,0.01051385639309922,0.0,aceite_Mbd,2020-02-01,567.0,2120.0,VERTICAL,1973-07-01,0.016498999999879773,4.740113357382114e-08,9.44627536689943e-17,5e-45,0.5,10.0,PRODUCTOR,0.008953835276631782,0.0040651071088473245,0.004419999852664669,0.34860129913055743,0.2765468957378887,0.2765468957375481,0.019242231991209866,0.0860492244884484,0.0,0.020721683611923017,0.03358376940595127,49345.326351600495,0.916019543653022
MIQUETLA-67,0.096376,0.0962818828125,0.5,10.0,inf,inf,0.0962818828125,10.0,inf,inf,0.0962818828125,5.0,inf,inf,aceite_Mbd,1973-08-01,0.0,,,1973-08-01,5e-45,0.5,5.0,5e-45,0.5,10.0,,8.858044982911344e-09,8.858044982911344e-09,8.858044982911344e-09,2.5e-89,2.5e-89,2.5e-89,0.00289128,0.0,0.0,0.0028182299999999997,0.00289128,0.0,0.9747343737029965
MIQUETLA-67A,0.103572,0.10318574558016758,0.9999999999999999,0.051485830022070696,0.008996931116710799,0.2948664932069812,0.10318574934362992,0.05148583376364594,0.00895197675535714,0.007369404331660642,0.103521427734375,5.0,0.01259970382116899,0.0,aceite_Mbd,2018-01-01,540.0,2116.0,VERTICAL,1973-09-01,0.01565239030973042,0.7490523710637437,2.8625978900516207e-18,5e-45,0.5,10.0,INACTIVO,0.01873279929297929,0.009471504753562445,0.009471504753562314,0.19329116760002205,0.16389147954629257,0.16389147954629396,0.03265142564572293,0.05634860511252436,0.0,0.010514324184846597,0.04204285983114366,1894.0542142242082,0.20289877908473114
MIQUETLA-68,0.131274,0.1312099013671875,0.5,10.0,inf,inf,0.1312099013671875,10.0,inf,inf,0.13120990136718752,5.0,inf,inf,aceite_Mbd,1973-10-01,0.0,2117.0,VERTICAL,1973-10-01,5e-45,0.5,5.0,5e-45,0.5,10.0,INACTIVO,4.1086347284293315e-09,4.10863472843289e-09,4.10863472843289e-09,2.5e-89,2.5e-89,2.5e-89,0.00393822,0.0,0.0,0.0038895299999999996,0.00393822,0.0,0.9876365464600758
MIQUETLA-73,0.181566,0.18156599999999998,0.6861431784140938,0.02455477563032634,0.020463705265434597,0.16926556023456493,0.18156599999999998,0.03465017067506635,0.020397696889788,0.005412250514637148,0.18147734472656252,5.0,0.03241665831679369,0.0,aceite_Mbd,2020-02-01,563.0,2026.5,VERTICAL,1973-11-01,0.2127241568847337,2.1117986917936284e-07,0.009537624614878034,5e-45,0.5,10.0,PRODUCTOR,0.19860871018484463,0.07918842015401628,0.08011280341165938,0.8496771868113437,0.44281339526108815,0.4813691312104081,0.1283372939904668,0.20350910180596252,0.0,0.027670366604384086,0.16225547762479395,1468.5867446790887,0.32573224240230503
MIQUETLA-74,0.125999,0.11473558902019122,0.8174834746421573,0.020045436326359606,0.016621122253291796,0.2148271382642099,0.12293002887419077,0.025462966154262853,0.014866567439574074,0.004868283795417297,0.12092589075086248,5.0,0.037029747296245696,0.0,aceite_Mbd,2020-02-01,562.0,2020.0,VERTICAL,1973-12-01,0.070709,0.6986674242039443,0.001557187530963593,5e-45,0.5,10.0,PRODUCTOR,0.3510277593148967,0.09572232124894026,0.09596981778894373,2.5809093206301363,1.5435168244397235,1.5437178890081928,0.21119047016031162,0.4729838868709724,0.0,0.009499632667335334,0.2900211179721408,2474.893495444698,0.06989372473639437
MIQUETLA-75,0.112811,0.11281099999994436,0.9999999999999999,0.031227555058421043,0.020959081742365333,0.24363174312946395,0.11281099999999998,0.031227555139950708,0.018072270594152656,0.007711432511745039,0.11275591650390625,5.0,0.03361274587098425,0.0,aceite_Mbd,2018-11-01,546.0,2023.0,VERTICAL,1974-01-01,0.18464650338437583,0.2761074485945596,0.014130781119728634,5e-45,0.5,10.0,INACTIVO,0.288103254671779,0.12468545898730334,0.12468545898730135,1.1312558503748484,0.4405141817299003,0.4612288096108818,0.17314082109518186,0.3121993004976674,0.0,0.00826071876301113,0.22517403784479334,2270.9502157885854,0.05795141219089148
MIQUETLA-76,0.082187,0.08218699999792374,2.4356380243679377e-11,0.010416433031686385,0.0030742162906959116,0.0002332146005857585,0.08218699999999998,0.018228140361332742,0.010765174854693178,0.004290755090085051,0.05593399780221408,5.0,0.036879224884743,0.0,aceite_Mbd,1995-11-01,265.0,2069.0,VERTICAL,1974-02-01,0.177194467345205,1.3621632754484514e-08,0.010356889897508222,5e-45,0.5,10.0,INACTIVO,0.246173978286,0.0415946737227322,0.053837902850775776,1.466503535259899,0.5774195743110404,0.6512042081942933,0.15191927999999977,0.3129091200000002,0.0,0.004186529999999999,0.2040707999999999,1896.8315745410212,0.1074272330133829
MIQUETLA-112,0.11699,0.070423492912399,0.9999999999999998,0.02516962055053712,0.005525249443523305,0.19635359166742097,0.07042416974520382,0.025170204549819546,0.004599004744650497,0.003352482815602827,0.04889939308762294,0.006721721559913296,0.0026468970370480843,0.0005988182050160033,aceite_Mbd,2020-02-01,560.0,2047.0,VERTICAL,1974-02-01,0.10029399999999998,0.8608970718509431,0.014534005683627229,5e-45,0.5,10.0,PRODUCTOR,0.07191656568553997,0.06260138792127526,0.06260138794174464,0.5005010210617806,0.48380715333871194,0.4841570253126893,0.17163466450624928,0.3191461790257008,0.0,0.004515673112872472,0.22482569434386607,2242.821495513644,0.05037569970265022
MIQUETLA-77,0.19194,0.13884954876102756,0.6783667897166409,0.022826662427503145,0.019887000445850463,0.18602461882058413,0.16575175773243275,0.03849116462026716,0.020243514340678528,0.00702346058728047,0.19184627929687498,5.0,0.03983686115965143,0.0,aceite_Mbd,2017-01-01,522.0,2044.0,VERTICAL,1974-03-01,0.037102999917933754,1.8998567521303914e-05,0.000224937596426968,5e-45,0.5,10.0,INACTIVO,0.45704894603136326,0.16257552650556814,0.16343200924653684,3.133308593703794,2.348561103041058,2.3487249783166066,0.23142411833039983,0.47809524573700163,0.0,0.010161306018109752,0.31110665928656683,1831.7659016955902,0.10119054127802697
MIQUETLA-78,0.155358,0.09619079440650738,0.9999999999999999,0.03029224861307719,0.011851215108326143,0.1771957179890614,0.09618745288420713,0.030290369847611,0.009213517894827826,0.004838459078160325,0.1552821416015625,5.0,0.027062982887118513,0.0,aceite_Mbd,2018-11-01,543.0,2046.0,VERTICAL,1974-04-01,0.056958999983674284,3.92517306316791e-09,0.0040932508350408825,5e-45,0.5,10.0,INACTIVO,0.23143999350851635,0.06904194582820122,0.06904194574370515,0.7573654719448772,0.33042316340092354,0.34557251470386485,0.19378989729970617,0.2878851502548083,0.0,0.006914036019780387,0.24177075567550754,1711.6386517099495,0.04028517794806578
MIQUETLA-79,0.175912,0.16064410990613906,0.6877359400772244,0.0315001604683009,0.02260072386008117,0.17367649742901226,0.16392226803184898,0.04393845766931365,0.022288278374741954,0.008353306687720547,0.14405698206331924,5.0,0.03519347285747378,0.0,aceite_Mbd,2018-11-01,542.0,2079.0,VERTICAL,1974-05-01,0.20098442999404903,0.28879004449567036,0.013768431922549992,5e-45,0.5,10.0,INACTIVO,0.3022136497518176,0.12906125174253363,0.1307311732650479,1.8945968475165724,1.1933813679313436,1.2205281193783306,0.15958201792457624,0.305620889729554,0.0,0.00795893372668617,0.2105188328795019,3426.334046595976,0.06807125677193297
MIQUETLA-85,0.00771,0.007709999999999836,0.9999999999999999,5.0332788654804964e-14,0.002149931446185409,0.0,0.00770999999996617,7.623604183219376e-12,0.0021472356120133228,0.0008584006404993212,0.007709999992437,1.0833930624251437e-10,0.002147233197228419,0.0008583969985747938,aceite_Mbd,2020-02-01,556.0,2155.0,VERTICAL,1974-06-01,0.004442999999797409,0.999999999999803,2.7183726354819533e-11,5e-45,0.5,10.0,PRODUCTOR,0.17621397636090186,0.1762139745678181,0.17621397468867409,1.1557761232040693,1.1557761229125578,1.1557761219253018,0.23040102541176685,0.4675935160399348,0.0,0.012967735593788998,0.30833327808508953,2409.6218913829694,0.08190686720829447
MIQUETLA-80,0.268027,0.22865760211626593,4.931771706608297e-08,0.017887651562715788,0.02027537587722198,0.104308510062212,0.21186211081792783,0.03900204587065881,0.023783955378463114,0.006154391074021331,0.11678100872911312,5.0,0.04360530833064431,0.0,aceite_Mbd,2016-01-01,506.0,2064.0,VERTICAL,1974-06-01,0.13294299999999998,0.32200930251840165,0.008293573158564877,5e-45,0.5,10.0,INACTIVO,0.5780325660416097,0.15840308199217287,0.1957442013549753,1.2463853729400456,0.5041377521648334,0.5217810319880302,0.23295041758902327,0.36682189027809015,0.0,0.008429257933898319,0.29408739930203853,1815.8099096634153,0.060882860221356916
MIQUETLA-94,0.131187,0.027763627502727407,0.9493742333075009,0.0036556044458317567,0.004020603132366439,1.0736744989207165,0.027863156330431425,0.003759552950790792,0.002906111418296728,0.0011284478863901712,0.02530039696889671,0.0020385091989721113,0.0019898110550831314,0.0003912511137432587,aceite_Mbd,2020-02-01,555.0,1959.9,VERTICAL,1974-07-01,0.005353999999985553,2.877766132058923e-07,2.5080946853716356e-12,5e-45,0.5,10.0,PRODUCTOR,0.04288268984133245,0.04262377923181395,0.04262460371656861,0.20017566158337663,0.20017566151928481,0.20017566692995528,0.11030364988134259,0.15486772932964815,0.0,0.011370516672451484,0.13611493810295053,1438.404051438011,0.08913837892889918
MIQUETLA-81,0.118492,0.11838987058953346,0.9999999999999999,0.030320644083613686,0.012496219578233717,0.15688164524548454,0.11838948928080004,0.030320519885447466,0.012177105620129976,0.004185254171624518,0.118434142578125,5.0,0.022146430685722737,0.0,aceite_Mbd,2018-04-01,533.0,2050.0,VERTICAL,1974-07-01,0.13206645795745145,0.18205711803039054,0.009143382589793856,5e-45,0.5,10.0,INACTIVO,0.136349101008671,0.04348978216137005,0.043489782163025514,0.5504600355262006,0.24809760699815625,0.2640636436334962,0.14717167585013147,0.22726290845006458,0.0,0.015054776997317998,0.18504882725847566,1468.3061879635086,0.1266321454787228
