,campo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,mes_max
0,OXIACAQUE,2.1055105,1.8912214191002,0.13210450690746706,0.015803577102851792,0.0649799228053002,0.11959838869544409,178
0,PACHE,2.144213,1.8951575761408368,0.6164166956378244,0.023155664522247855,0.07051043544831502,0.15889920098066476,137
0,PALAPA,6.2898,0.5258687364297338,4.5068496266022413e-13,2.684946520243998e-18,0.048440153287751184,0.0,363
0,PANAL,0.045287,0.024072442352076378,0.001877291009095985,0.00968280683232231,0.022660386208755174,765.068418583333,10
0,PAREDON,8.7442975,8.460823747225309,0.21519009747398424,0.01583696490377481,0.11926009955903158,0.03307237835814051,341
0,PIJIJE,4.800669999999998,3.4161437216506876,6.53502172250867e-11,0.002370692514481771,0.11854046327233785,0.00039554587476763384,394
0,PLATANAL,1.8418,1.7343585279542268,0.9999999999999776,0.016492688449786755,0.056649491209130126,0.15960596526112084,212
0,PUERTO CEIBA,8.152368333333333,1.8699101269530873,2.6556771925978495e-07,1.5400920715033825e-18,0.19918436432124223,0.0,403
0,RABASA,1.094019,0.9658617893390088,3.089999850785574e-08,0.008215216103501708,0.03389926345403689,0.11702597597964608,136
0,RIO NUEVO,1.031527,0.411138602808691,0.9999999999999999,0.0002377848760305874,0.04655454763041335,359.2275759954665,229
0,RODADOR,0.7694658,0.1720148338379033,4.4328725535836e-06,8.455261111388154e-17,0.0096390073770565,0.0,535
0,SAMARIA,2.6722463846153848,2.672246384612747,4.447658176247404e-11,0.0074299374434973085,0.03711598744524246,0.0001422846821864789,293
0,SAN RAMON,0.44083671428571425,0.23987347087319652,0.9999999999999999,0.002072387843899925,0.01033840194824571,0.6288555688369253,620
0,SANCHEZ MAGALLANES,0.468489,0.17282439196628188,0.9999999999999999,0.004698531003140247,0.0078414296197387,0.2985785020740505,551
0,SANTA ROSA,0.019917499999999998,0.019261875565458192,3.1600192367328554e-07,0.011132327902197838,0.0013288839252618603,1.610935079994716,34
0,SANTUARIO,0.7560770833333331,0.44101039148159965,0.9743886729253689,0.002448855393861159,0.02033814726913507,0.533572306953642,627
0,SEN,6.2522660000000005,4.790709782173301,4.6660527865702435e-08,0.004021932025043336,0.16996601321713414,0.15889504997453477,345
0,SHISHITO,2.0905265999999996,1.4534780175163133,5.491483986514787e-12,0.005008807674925597,0.04551557809128384,3.938779669703483e-05,195
0,SITIO GRANDE,6.087869933333334,5.241216890777383,3.734433767879383e-09,0.006840817904668254,0.11522589707498548,0.01267316184262396,498
