pozo,Qi_hist,hidrocarburo_principal,estado_actual,trayectoria,first_oil,ultima_produccion,mes_max,profundidad_total,dias_perforacion,Np,Gp,Cp,Wp,acum_BOE,relacion_gas,corte_agua,Qi_hyp,b,di_hyp,Qi_harm,di_harm,Qi_exp,di_exp,Qi_hyp_gas,b_gas,di_hyp_gas,Qi_harm_gas,di_harm_gas,Qi_exp_gas,di_exp_gas,Qi_hyp_condensado,b_condensado,di_hyp_condensado,Qi_harm_condensado,di_harm_condensado,Qi_exp_condensado,di_exp_condensado,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,RSS_condensado_exponencial,RSS_condensado_hiperbolica,RSS_condensado_harmonica
LACAMANGO-107,0.337552,aceite_Mbd,PROGRAMA TAPONAMIENTO,VERTICAL,1977-06-01,2012-02-01,422.0,2000.0,17.0,1.1164763699999993,1.7471662199999993,0.0,0.06097605,1.4076707400000008,1568.4341291000803,0.1426836153602979,0.19878912530666434,1.8770869327787064e-09,0.0027796491757047436,0.2105017435105136,0.004641732505929413,0.19878820059682833,0.0027796141336977804,0.2551059364069867,0.999999999811521,0.0021455858715565823,0.25510717583780584,0.002145629939250359,0.2468651839556946,0.0015240102100999063,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,1.297445807564402,1.2974458025724112,1.3086229204242563,7.189402146693247,7.180850906399838,7.180850906519248,7.189402146693247,7.180850906399838,7.180850906519248
LACAMANGO-105,0.297426,aceite_Mbd,PROGRAMA TAPONAMIENTO,VERTICAL,1977-06-01,2012-01-01,421.0,1836.0,16.0,0.5648609399999992,0.9041930100000002,0.0,0.013424010000000004,0.7155597749999998,1825.7051433453219,0.016740952691323474,0.1763415220551862,1.1181649692007226e-11,0.0018669386440934939,0.17793006076414408,0.0026223008490073147,0.1763386680569641,0.0018670968434220266,0.19150982832575525,1.9900437953314628e-09,0.00011979107477100167,0.1906147571001426,0.00010190055744049837,0.19150655227413219,0.00011971894112966848,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.8857465484321133,0.8857442618861405,0.8963094942331575,5.15467071328163,5.154670733285283,5.155043352135216,5.15467071328163,5.154670733285283,5.155043352135216
LACAMANGO-127,0.286479,aceite_Mbd,TAPONADO,VERTICAL,1977-08-01,2001-02-01,286.0,2100.0,17.0,0.3459386399999999,1.462192529999999,0.0,0.014492490000000004,0.5896373949999996,5675.794264093685,0.06913884791624747,0.16851072780273438,2.502757788772447e-09,0.005640212426288714,0.17757493969210728,0.01132885324322079,0.16851544212914818,0.005640147715789836,0.32364199991623144,1.5860313953898497e-09,0.0007098663359810461,0.32364199999940435,0.0007101789497217443,0.32364199999999255,0.0007098786851043151,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.2082627218719697,0.20826271947369254,0.22610012587433576,10.946323538487446,10.946323506503646,10.967548047942524,10.946323538487446,10.946323506503646,10.967548047942524
LACAMANGO-135,0.259769,aceite_Mbd,PRODUCTOR,VERTICAL,1977-09-01,2020-02-01,516.0,2300.0,28.0,1.5138623062439092,1.4845006807027097,0.0,0.09352855424210936,1.7612790863610317,1128.7014183968465,0.1098750419834395,0.22078341771857252,4.503674625463803e-07,0.003521483357283204,0.243979303647188,0.007023357860285217,0.22078344925161256,0.003521478262783686,0.17535759238876875,1.342659124086368e-10,0.0023931501373691774,0.17452431031009794,0.0033549216835890936,0.17536132283869585,0.0023932817547597995,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.65973017149729,0.6597301725654797,0.7135284635049368,1.8305682566545887,1.8305680758019673,1.935942593580945,1.8305682566545887,1.8305680758019673,1.935942593580945
LACAMANGO-103,0.066944,aceite_Mbd,TAPONADO,VERTICAL,1977-09-01,1996-05-01,227.0,2000.0,23.0,0.10653666,0.69161703,0.0,0.20558184000000002,0.22180616500000003,8511.266933995204,3.110382854039413,0.06694245601731766,8.180573552959241e-07,0.0005808946118751041,0.06694399999999988,0.0005997356812531063,0.0014727316900619738,5.0,0.3907440844762795,0.9999999999998649,7.4630029722386305e-16,0.3907440847376038,1.2856426779109153e-17,0.01848100886864616,5.0,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.2849347008723889,0.07069127787582127,0.07076926481998741,14.831563742012,5.823729843308584,5.823729843308576,14.831563742012,5.823729843308584,5.823729843308576
LACAMANGO-119,0.050562,aceite_Mbd,TAPONADO,VERTICAL,1979-10-01,1997-11-01,220.0,2090.0,26.0,0.0016068,0.0012273,0.0,0.0,0.0018113500000000002,1193.0769531387814,0.0,0.050537195871203255,0.9983176141343094,0.07190622781979611,0.050463179278738016,0.07196491494042208,0.05046324609375,5.0,0.0358825534654681,0.9990656908810327,0.027872795051592993,0.035813457687847036,0.027843810115019442,0.0358139140625,5.0,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,8.997756333999633e-06,6.231335847118244e-10,9.76553495073935e-09,2.5265588038635254e-05,2.0924623970163627e-12,4.9762178038860955e-09,2.5265588038635254e-05,2.0924623970163627e-12,4.9762178038860955e-09
LACAMANGO-300,0.075304,aceite_Mbd,PROGRAMA TAPONAMIENTO,VERTICAL,1983-11-01,1994-02-01,125.0,2644.0,60.0,0.08841737999999995,0.12753353999999997,0.0,0.09343812,0.10967296999999995,1545.6732173388375,1.4139696297756073,0.056217521995460054,2.5197022878608944e-09,0.011002638749904991,0.055715041312337704,0.01621531576268761,0.05621197555472448,0.01100032459473902,0.06726785269804324,7.018539452471792e-09,0.00785910802919159,0.0649533829361912,0.00958387415842878,0.06723534037668674,0.007849406604358377,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.014520041515486292,0.014520041796565478,0.01678629242823388,0.08941490572744702,0.08941493001747973,0.09190628860590926,0.08941490572744702,0.08941493001747973,0.09190628860590926
LACAMANGO-1,0.06808,aceite_Mbd,CERRADO SIN POSIBILIDADES,VERTICAL,1999-01-01,2009-10-01,131.0,3319.0,95.0,0.38164590000000015,0.5009076900000001,0.0,0.22762389000000008,0.4651305150000001,1621.6618300295415,1.3076784224648723,0.06807999999682668,0.9999999999948209,9.107568983128668e-11,0.06807999999998668,3.571047769213977e-13,0.06807999999999928,4.5499422849231684e-15,0.05802899999999999,4.998197589145548e-08,4.973197819463005e-18,0.05802899999998354,2.948187843532158e-13,0.058028999999822244,6.893997556356887e-13,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.8746045267202186,0.8746045309849071,0.8746045267367313,1.3915973130976451,1.391597313031,1.3915973130582997,1.3915973130976451,1.391597313031,1.3915973130582997
LACAMANGO-2,0.006595,aceite_Mbd,CERRADO SIN POSIBILIDADES,VERTICAL,1999-06-01,2019-02-01,240.0,2100.0,25.0,0.743090188945514,0.43942146768410084,0.0,0.2808096573102539,0.8163271002261989,647.4971271935331,0.4201767605740052,0.006594999999999998,0.9999999999999999,1.3452729428166477e-16,0.006594999999978397,3.789807717999175e-12,0.006594999999998921,8.966957538764127e-15,0.010291999999024333,0.9999999999962633,7.691535344801961e-11,0.010291999999999864,2.2409834092745323e-14,0.010291999961059796,2.860215314604765e-10,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,3.1086905653677976,3.1086905653674246,3.1086905655069357,1.033881825766815,1.033881819057884,1.0338818169124493,1.033881825766815,1.033881819057884,1.0338818169124493
LACAMANGO-431,0.316444,aceite_Mbd,PRODUCTOR,DIRECCIONAL,2008-05-01,2020-02-01,143.0,1840.0,16.0,0.36250348493103374,0.1771137510923241,0.0,0.38487825987096536,0.39202244344642123,630.5459212040511,1.4316204619727821,0.23712961454944823,9.205571988555889e-11,0.01365058276128745,0.24846246746665004,0.02266274864356117,0.2371373253719233,0.01365173953054477,0.08392478993531698,5.3256291285922053e-08,0.006067146822006756,0.0868126137503384,0.008619012299242746,0.08392471628237438,0.006066921925936042,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.1438717298145577,0.14387166405929125,0.17417684403484118,0.06078618896467169,0.060786189016687794,0.06131662798712949,0.06078618896467169,0.060786189016687794,0.06131662798712949
LACAMANGO-452,0.023111000000000003,aceite_Mbd,PROGRAMA TAPONAMIENTO,DIRECCIONAL,2008-07-01,2009-11-01,16.0,1950.0,15.0,0.00653055,0.00916542,0.0,0.04725566999999999,0.008058119999999998,1416.148488273937,7.320829490064129,0.01702903161005517,0.9999999745262075,0.046220921439039386,0.01702887087609594,0.04621879245968198,0.016475990027338554,0.033199082784190204,0.022147525537334185,1.3351691502311351e-08,0.027205896258640137,0.022411602497491075,0.033556010238233604,0.022147561114044517,0.027206202028602005,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.00011873630646524684,0.00011563789681116201,0.00011563789633063845,0.00014231505329476049,0.00014231505051605465,0.00014329915735415764,0.00014231505329476049,0.00014231505051605465,0.00014329915735415764
LACAMANGO-311,0.289707,aceite_Mbd,PRODUCTOR,DIRECCIONAL,2009-07-01,2020-02-01,129.0,1770.0,23.0,0.7489388969713527,0.5349150451786071,0.0,0.1746542400186534,0.8380914045011209,985.4188348572673,1.0379271524160625,0.2897069999981424,3.4798760545839704e-11,0.006609005771134111,0.28970699999999966,0.008414014587037284,0.28970699999999994,0.006609002829359942,0.29011482260173166,0.9999999999999999,0.022814483694244984,0.29011493442292624,0.02281450784086962,0.21390275032082492,0.007146176538777384,5e-45,0.5,5.0,5e-45,5.0,5e-45,5.0,0.4897568201845672,0.4897564710697896,0.5321398564431286,1.2089529836893422,1.1207091932986317,1.1207091933081634,1.2089529836893422,1.1207091932986317,1.1207091933081634
