mes,baja_L,baja_M,baja_H,media_L,media_M,media_H,alta_L,alta_M,alta_H,EUR_baja_L,EUR_baja_M,EUR_baja_H,EUR_media_L,EUR_media_M,EUR_media_H,EUR_alta_L,EUR_alta_M,EUR_alta_H
98,2.635999768764973e-07,3.9805394383886886e-06,7.104298873917104e-06,0.0016473133100621774,0.0028025499800178456,0.005706951514347348,0.00398871334466281,0.005858428922728459,0.009242891834660632,2.5359629115803457e-05,0.00038294769610568234,0.0006834688936819144,0.017341783845340204,0.029503322575228606,0.06007886840537524,0.07030284582715839,0.10325741404682513,0.16291007738591448
99,2.596724047652949e-07,3.9212304207210525e-06,6.9984466410850945e-06,0.0016233976754481362,0.002761862661521545,0.005624098200200309,0.003925998049011448,0.005766315734792045,0.009097564095112753,2.536741928794642e-05,0.000383065333018304,0.000683678847081147,0.01739048577560365,0.029586178455074254,0.060247591351381254,0.07042062576862874,0.10343040351886888,0.16318300430876786
100,2.5584169066565485e-07,3.863384025089717e-06,6.8952048343639896e-06,0.0015999968052235183,0.0027220511041330313,0.005543028235579924,0.0038648035743547174,0.005676436255054584,0.008955760495491369,2.5375094538666385e-05,0.00038318123453905665,0.000683885703226178,0.017438485679760356,0.029667839988198247,0.060413882198448655,0.07053656987585938,0.10360069660652053,0.1634516771236326
101,2.5210451905915823e-07,3.8069501849052176e-06,6.79448409701693e-06,0.0015770960639075256,0.002683090408723421,0.005463690917332889,0.0038050802970966387,0.005588717598782373,0.008817366044948437,2.538265767423816e-05,0.00038329544304460385,0.0006840895377490886,0.01748579856167758,0.029748332700459946,0.06057779292596864,0.07065072228477229,0.103768358134484,0.16371619810498106
102,2.484577190315379e-07,3.7518810171994065e-06,6.696198969542269e-06,0.0015546813317994757,0.0026449565536529793,0.005386037329174302,0.0037467806215870795,0.005503089859790325,0.008682270451916739,2.5390111405809107e-05,0.00038340799947511985,0.0006842904237181749,0.017532439001631567,0.029827681397069532,0.06073937404584386,0.07076312570341989,0.1039334508302777,0.16397666621853857
103,2.4489825663507587e-07,3.698130707292448e-06,6.600267683832091e-06,0.001532738983338094,0.0026076263579541,0.005310020266715617,0.0036898588808244523,0.005419485964598901,0.00855036789401206,2.5397458353508157e-05,0.0003835189433963386,0.0006844884317486898,0.017578421171131706,0.02990591018780816,0.06089867465384533,0.07087382146984463,0.10409603540921569,0.16423317725535894
104,2.4142322772334714e-07,3.645655400592562e-06,6.506611970060953e-06,0.0015112558665121053,0.002571077446302847,0.005235594166134697,0.0036342712428110713,0.00533784153489339,0.00842155680103406,2.540470105033986e-05,0.00038362831305835637,0.0006846836301077916,0.01762375884712707,0.02998304251119724,0.061055742478829375,0.07098284960712896,0.10425617065526248,0.16448582395938996
105,2.3802985122491317e-07,3.594413101024204e-06,6.415156875404795e-06,0.001490219283264193,0.002535288215680498,0.0051627150362873,0.003579975622195134,0.005258094757747943,0.008295739650217647,2.541184194587661e-05,0.00038373614545138713,0.0006848760848140537,0.017668465425625,0.030059101157667655,0.061210623929918,0.07109024887579482,0.1044139134979949,0.1647346961488965
106,2.3471546282522206e-07,3.544363575620453e-06,6.3258305937614496e-06,0.0014696169708339416,0.002500237803632566,0.005091340394071581,0.003526931596859798,0.005180186263115636,0.008172822772948054,2.541888340976137e-05,0.0003838424763586557,0.0006850658597318666,0.017712553934750012,0.03013410829177663,0.06136336414174015,0.07119605682370062,0.1045693190858884,0.16497988083208492
107,2.3147750902838775e-07,3.4954682648518254e-06,6.238564305709295e-06,0.0014494370839887281,0.002465906058038474,0.005021429202868795,0.0034751003291442345,0.00510405900812178,0.008052716172209417,2.5425827735032217e-05,0.0003839473404066013,0.0006852530166610379,0.017756037047269677,0.030208085473517787,0.061514007017826215,0.07130030983357495,0.10472244085613204,0.1652214623172512
108,2.2831354157273098e-07,3.447690198297135e-06,6.153292028000166e-06,0.0014296681780946033,0.002432273508310297,0.0049529418138940726,0.003424444491403989,0.005029658167730584,0.007935333350088667,2.54326771412794e-05,0.0003840507711125502,0.0006854376154218779,0.017798927092612517,0.030281053678767093,0.06166259527224305,0.07140304316831707,0.10487333060116395,0.16545952231775388
109,2.2522121217598057e-07,3.400993915292449e-06,6.069950471936951e-06,0.0014102991929821139,0.002399321337943918,0.004885839910301173,0.003374928195638685,0.0049569310313857294,0.007820591144704526,2.5439433777644675e-05,0.00038415280093000896,0.0006856197139360361,0.017841236068401975,0.03035303331890541,0.06180917046955208,0.07150429101418622,0.10502203853210552,0.165694140052095
110,2.2219826758787719e-07,3.355345390222028e-06,5.988478910036024e-06,0.0013913194375647054,0.0023670313583505436,0.00482008645389449,0.003326516926934184,0.004885826905253445,0.0077084095759755705,2.5446099725672314e-05,0.00038425346129171564,0.0006857993683033371,0.017882975651528916,0.030424044259655926,0.06195377306316891,0.07160408652199425,0.10516861333926313,0.16592539233937426
111,2.1924254492961206e-07,3.3107119621406747e-06,5.9088190504201685e-06,0.0013727185751698707,0.002335385983900803,0.004755645634310289,0.0032791774804839004,0.004816297019722466,0.007598711699682163,2.5452677002020202e-05,0.0003843527826505799,0.0006859766328748497,0.017924157208784014,0.030494105839172954,0.062096442432198216,0.07170246184640877,0.10531310224985481,0.16615335369036474
112,2.1635196730107685e-07,3.2670622684402114e-06,5.830914918429316e-06,0.0013544866095455666,0.00230436820811767,0.004692482820537345,0.003232877901970253,0.004748294441839191,0.007491423469314685,2.5459167561039233e-05,0.00038445079451863306,0.0006861515603224026,0.017964791807070377,0.03056323688541648,0.06223721691681434,0.07179944818346788,0.10545555108310999,0.16637809639444417
113,2.1352453963832066e-07,3.2243661822942507e-06,5.7547127449746035e-06,0.001336613871506623,0.0022739615809581923,0.00463056451465476,0.0031875874311021774,0.004681773992378325,0.00738647360523518,2.5465573297228383e-05,0.0003845475255041019,0.0006863242017047518,0.018004890223215577,0.030631455732845224,0.062376133852253976,0.07189507580640093,0.10559600430288132,0.16659969060260124
114,2.107583448049082e-07,3.182594753635043e-06,5.680160861196348e-06,0.0013190910061879181,0.002244150187127508,0.004569858307671881,0.0031432764481185683,0.004616692167269719,0.0072837934707118464,2.547189604757253e-05,0.0003846430033467109,0.0006864946065305876,0.018044462953401213,0.03069878023845905,0.06251322960148414,0.07198937409984452,0.10573450506789941,0.1668182044067226
115,2.0805153990207014e-07,3.141720153434229e-06,5.6072095990186754e-06,0.0013019089608730394,0.0022149186253719233,0.004510332837361906,0.0030999164230802842,0.004553007063120932,0.007183316954415358,2.547813759376959e-05,0.000384737254951314,0.0006866628228185583,0.018083520222227402,0.03076522779722021,0.062648539586605,0.07208237159253691,0.10587109527979305,0.16703370391535505
116,2.0540235278363034e-07,3.101715621075861e-06,5.535811197223119e-06,0.0012850589733689314,0.002186251988700872,0.004451957747987029,0.0030574798677852704,0.00449067830659248,0.007084980358993617,2.5484299664353097e-05,0.00038483030641994623,0.000686828897154475,0.01812207199142847,0.030830815356881234,0.06278209831904462,0.07217409598857047,0.10600581562899082,0.16724625332612483
117,2.0280907876270604e-07,3.0625554146253326e-06,5.465919712690695e-06,0.0012685325608987356,0.0021581358454904674,0.004394703651818795,0.0030159402901523097,0.004429666987398913,0.006988722295366986,2.5490383936715982e-05,0.000384922183082385,0.0006869928747458557,0.018160127968255436,0.03089555943224595,0.06291393942859917,0.07226457419727504,0.10613870563861279,0.16745591499498588
118,2.002700774981043e-07,3.024214763811842e-06,5.397490936486988e-06,0.001252321509486604,0.00213055622142404,0.00433854209236285,0.002975272150929115,0.004369935594723751,0.006894483582409616,2.5496392039040924e-05,0.0003850129095252994,0.0006871547994739503,0.018197697613540034,0.03095947611888867,0.06304409569137005,0.07235383236180291,0.1062698037064545,0.16766274950245816
119,1.9778377004919332e-07,2.9866698255549373e-06,5.330482314487807e-06,0.001236417863809749,0.0021034995822275786,0.004283445509202391,0.0029354508225899437,0.004311447956850294,0.006802207151704471,2.5502325552142397e-05,0.00038510250962006605,0.000687314713943385,0.018234790149454328,0.031022581106355494,0.06317259905664613,0.0724418958864806,0.10639914714516,0.16786681571700932
120,1.9534863608881404e-07,2.949897641877581e-06,5.264852872264201e-06,0.0012208139174943822,0.002076952817160355,0.004229387204379421,0.0028964525502966102,0.004254169183823044,0.0067118379570797835,2.5508186011225063e-05,0.00038519100654932234,0.0006874726595295529,0.018271414566979158,0.031084889690870303,0.0632994806727775,0.0725287894629895,0.10652677222067469,0.16806817085572168
