pozo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,Qi_harm,di_harm,error_Qi_harm,error_di_harm,Qi_exp,di_exp,error_Qi_exp,error_di_exp,hidrocarburo_principal,ultima_produccion,mes_max,profundidad_total,trayectoria,first_oil,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,di_condensado,estado_actual,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,Np,Gp,Cp,Wp,acum_BOE,RGA,corte_agua
MIQUETLA-9,0.127419,0.1248192353794201,0.9999999999999999,0.03734474967018524,0.009105960094826508,0.2341345123320548,0.1248191873494625,0.03734471979829158,0.009078093645193332,0.004110230974461568,0.12735678369140624,10.0,0.01272834129173929,0.0,0.0111713758813,2020-02-01,625.0,2145.0,VERTICAL,1968-10-01,0.015460597787179538,0.9999999999231847,1.0533088634559807e-12,5e-45,0.5,10.0,PRODUCTOR,0.03402224112818903,0.017330889785281176,0.017330889785319846,0.143964810855907,0.09328893161106627,0.09328893162626267,0.06643874363936814,0.09833085504218556,0.0,0.022206897359093387,0.0828272194797324,1966.167175725187,0.20553867698522438
MIQUETLA-11,0.128028,0.12802799999996908,1.4188283701175174e-08,0.0083766299248279,0.013963990739966323,0.09228012514844665,0.12802799999999998,0.01868589799972217,0.02011945236653321,0.004131445747613118,0.127965486328125,10.0,0.036587989697350734,0.0,0.010269,2010-12-01,511.0,2027.0,VERTICAL,1968-12-01,0.18881599329963114,3.308523792729846e-08,0.0069587958164306005,5e-45,0.5,10.0,INACTIVO,0.3145900326719592,0.08199467883572843,0.10641594308262493,1.3661897400419758,0.620499581453706,0.6832615068620367,0.17676407999999982,0.33033024000000005,0.0,0.0070339800000000004,0.23181912000000007,1983.2305080124231,0.039562417427802296
MIQUETLA-12,0.14852,0.13312057632702926,0.3748764870589532,0.012929938603338399,0.01795552903799262,0.15799519122689615,0.14851999999972124,0.028838599152138513,0.018375576011018583,0.004713989106932758,0.14844748046875,10.0,0.028146867115819787,0.0,0.001053,2012-04-01,527.0,2082.8,VERTICAL,1969-01-01,0.021659999992922035,1.0047995496753614e-06,2.389128945269529e-14,5e-45,0.5,10.0,INACTIVO,0.20202276275108244,0.08543775749768479,0.08837100773795932,1.0826617641617464,0.7798459898225526,0.7798459898137715,0.14563625999999982,0.29320550999999995,0.0,0.012828000000000006,0.19450384499999993,2190.2546721002277,0.06394433830630719
MIQUETLA-13,0.239686,0.23535096444869624,0.9999999999999999,0.06934803514046163,0.016163553158937322,0.15218947156989668,0.2353507752802426,0.06934793589424502,0.01610612803780844,0.006748021110308706,0.23962748291015626,10.0,0.024408587556987625,0.0,0.00613412417953,2020-02-01,621.0,2075.5,VERTICAL,1969-02-01,0.08429084570119227,4.753275638009985e-08,0.004692339547583172,5e-45,0.5,10.0,INACTIVO,0.16086036956232538,0.07030681408734697,0.07030681408756745,0.5771564702269498,0.2603599686562108,0.27326958659797873,0.14247102092416,0.2395197476269458,0.0,0.015305712459319281,0.1823909788619844,1919.772274936627,0.11948272962221769
MIQUETLA-14,0.116666,0.07611203875252699,0.23281514840488896,0.008998754512687605,0.012703461777779009,0.22076709002507217,0.08291577922139232,0.017760765144070486,0.013669526025675897,0.00425508720357237,0.05823100000054436,10.0,0.024705792945089036,0.0,0.00595041328526,2020-02-01,620.0,2032.0,VERTICAL,1969-03-01,0.1985389061019077,1.3004736453786212e-09,0.008448952657611841,5e-45,0.5,10.0,PRODUCTOR,0.14343840818571865,0.04908217410356075,0.051822081436307794,1.0871268253531687,0.5130861506850485,0.5713099371827413,0.12025576883652182,0.27341228482239704,0.0,0.006007882179050367,0.16582448297358804,2216.491082207319,0.09873132022915197
MIQUETLA-15,0.16008599999999998,0.16008599999969622,1.5749509595197798e-08,0.008536534283219273,0.02177035293318661,0.12198912716549737,0.16008599999999995,0.020118634970141165,0.027200737843043638,0.004691473661703887,0.10818499717068458,10.0,0.04253110234428524,0.0,0.00966208167971,2020-02-01,619.0,2054.0,VERTICAL,1969-04-01,0.19987038754396907,4.3025847664182514e-11,0.007714934102688781,5e-45,0.5,10.0,PRODUCTOR,0.39614793198979437,0.12384175091422465,0.16968529599901994,1.00227213128954,0.5221474036500875,0.57048071601636,0.1657730241348808,0.24857098488004054,0.0,0.010650026441465867,0.2072015216148876,2121.3717379559653,0.1691092484799901
MIQUETLA-16,0.094753,0.09475299999998925,2.3968420808832537e-07,0.004319251268749667,0.01635533598239004,0.35344000395149144,0.09475299999999999,0.007226856615076314,0.018287761257127243,0.002431120411970317,0.0946604677734375,10.0,0.050248032607912205,0.0,0.00761432210354,2020-01-01,617.0,2071.5,VERTICAL,1969-05-01,0.07092984706380936,0.9999999999999999,1.5745746111364344e-15,5e-45,0.5,10.0,PRODUCTOR,0.8938021324618961,0.3170797478770691,0.35899987595870003,4.434989369262556,2.643937982387289,2.6439379823890423,0.34903501662449665,0.7575307667354546,0.0,0.005599294782330111,0.4752901444137386,3172.1246004592904,0.031410508967859664
MIQUETLA-17,0.06499500000000001,0.01704922776640571,0.9999999999999999,0.0006218780089894607,0.004385286202219432,16.025259384798602,0.017048834751785414,0.0006217890333021183,0.001838966152510305,0.00037541964320016744,0.06493152832031251,10.0,0.017267741015995236,0.0,0.0107774577171,2020-02-01,617.0,2092.4,VERTICAL,1969-06-01,0.029097129991020727,0.9989823803643374,1.7877517704466085e-17,5e-45,0.5,10.0,PRODUCTOR,0.07752546874682589,0.029542820181294706,0.029542820168484443,0.644112919886014,0.42229164977423916,0.42229164977350325,0.11056617084766805,0.22870385816470193,0.0,0.006885311038048414,0.1486834805417849,2221.6115273651926,0.06955400574334158
MIQUETLA-18,0.372113,0.3721129999999213,0.733352438946914,0.030260860213539038,0.017750141594872943,0.08452171370680263,0.37211299945805154,0.045776070346784554,0.017896866427162806,0.0029966149599739782,0.3720221520996094,10.0,0.03537029078626632,0.0,0.00146,2014-01-01,542.0,2070.0,VERTICAL,1969-07-01,0.21268172478854772,0.39329823695630467,0.006131884636923438,5e-45,0.5,10.0,INACTIVO,0.38282358591334104,0.0961498170793586,0.09830787170409586,2.601284408046016,1.3781900362855695,1.3964072049725667,0.26208609,0.53330652,0.0,0.012039569999999998,0.3509705100000003,2498.2752651827313,0.05886009759293094
MIQUETLA-19,0.336809,0.3262963730354167,0.9999999999998719,0.03213502376475263,0.024027933261474056,0.10144593065327055,0.3262966911538925,0.03213506774163997,0.02359990775522622,0.0030261749493953557,0.3367267712402344,10.0,0.048516832769741614,0.0,0.017332974712599997,2020-02-01,615.0,2064.0,VERTICAL,1969-08-01,0.07816299999621491,0.9999999999999976,0.00011049063358579908,5e-45,0.5,10.0,PRODUCTOR,0.8874139143766668,0.21799125638314298,0.21799125638275546,5.3281590714533005,2.9636365200666788,2.9636365200497217,0.4367053477654963,0.8975444147160487,0.0,0.018483456823272876,0.5862960835515052,2415.3571666390058,0.0724730881865809
MIQUETLA-20,0.220353,0.22035299999999997,0.4866459209029226,0.024197153682768664,0.020443316601412714,0.12361249470529882,0.22035299999999997,0.04560446945937159,0.02078575062374335,0.0058134460076940805,0.22029920288085936,10.0,0.03214789182073374,0.0,0.000427004045079,2018-07-01,594.0,2130.0,VERTICAL,1969-09-01,0.054124327334792284,0.9975717684003026,1.873745374555753e-24,5e-45,0.5,10.0,INACTIVO,0.26560614576902314,0.10814122153236594,0.11235024172861152,2.853850029545608,2.0951254463622235,2.0951254463618176,0.16262750252963717,0.42054571537187985,0.0,0.01686530139365981,0.232718455091617,2758.429382344971,0.13764068185135625
MIQUETLA-21,0.363997,0.36283346956188833,0.9999999999999999,0.0952567162943453,0.021491493863739917,0.2246559185796394,0.36283347663804977,0.09525671969648257,0.021434005157297483,0.009480997045371711,0.3639081335449219,10.0,0.030000822165930002,0.0,0.0140444847442,2020-02-01,613.0,2078.0,VERTICAL,1969-10-01,0.036909999999778384,7.834679975665717e-14,0.0010969591998358224,5e-45,0.5,10.0,PRODUCTOR,0.18631021144077373,0.09515316434887333,0.0951531643488724,0.6132982394786315,0.37309707765224986,0.3754324016987025,0.12853576263123392,0.2039927781780708,0.0,0.006143613686590959,0.16253455899424585,1714.99447225539,0.04069204330118164
MIQUETLA-22,0.377598,0.37564941225512927,0.959813195698765,0.07343131236065742,0.01424632735070614,0.07367270437920502,0.37626944522650285,0.07901481240418577,0.014214946753204486,0.004368337742759512,0.37750581298828123,10.0,0.02600426269519633,0.0,0.00535340310984,2020-02-01,612.0,2100.0,VERTICAL,1969-11-01,0.025779999860939217,0.9999999999999561,6.660831442957261e-12,5e-45,0.5,10.0,PRODUCTOR,0.26372645454510407,0.07900116819589514,0.07905632633275443,2.7252585982433972,2.1510966235895665,2.1510966215497684,0.22183569662685093,0.4856604734048059,0.0,0.014675622988434302,0.30277910886098586,2366.7195765861643,0.08240074675216054
MIQUETLA-23,0.5113,0.5112375540465885,0.9999999999999999,0.12498970823365275,0.0023585829747999392,8.960294790246113,0.5112375440435022,0.1249897057565652,0.002278607649840352,0.00916625544007043,0.5112375854492188,10.0,0.008475805702414173,0.0,0.006769,2012-06-01,517.0,669.0,VERTICAL,1969-12-01,0.008487955658577214,0.9982457305077194,8.819389525048142e-12,5e-45,0.5,10.0,INACTIVO,0.0010775892345761494,7.7880791086226e-05,7.788079233449633e-05,0.0019695466333476564,0.00043032996071549557,0.0004303301762706353,0.01914003,0.00488454,0.0,0.00364662,0.019954120000000002,1169.2362128877494,0.08891859901508202
MIQUETLA-23A,0.293592,0.29359199999856667,0.8189938382778007,0.04175984955148645,0.01265287052728656,0.0898369289977229,0.2935919999414075,0.0571415973530491,0.012677463166124574,0.0034175082621770436,0.293520322265625,10.0,0.023424155546671814,0.0,0.0144587079707,2020-02-01,610.0,2108.0,VERTICAL,1970-01-01,0.05093056822650144,0.9999999998718749,0.0016455914308724365,5e-45,0.5,10.0,PRODUCTOR,0.20136962014840604,0.05860957726476304,0.05907918543275512,0.6793997816188273,0.2440578312203408,0.2440578312174242,0.20596590969687284,0.37677282268252216,0.0,0.011217228154690057,0.2687613801439598,2703.9337551385815,0.045626330127331555
MIQUETLA-24,0.171622,0.1639405592159127,0.9999999999999999,0.057085085557537475,0.011085365514488011,0.11666911622088941,0.16393954837767777,0.05708447957996624,0.011031452834644202,0.00536934202818963,0.1715382001953125,10.0,0.016411294872308208,0.0,0.00931637209767,2020-02-01,609.0,2040.0,VERTICAL,1970-02-01,0.019634745640357894,0.9999999999999999,5.116083290709342e-15,5e-45,0.5,10.0,PRODUCTOR,0.09184173439057475,0.04181668092277948,0.041816680923104727,0.3347802789154493,0.20254580363141733,0.20254580363166647,0.14270883525002362,0.20204153303494318,0.0,0.019179335948271984,0.1763824240891805,1569.9562455587118,0.17556161955317562
MIQUETLA-25,0.168404,0.16812438760120751,0.9999999999999999,0.03301998810525965,0.014118881893490004,0.3184214729946006,0.16812439561572798,0.03301999015330405,0.014073316316677634,0.004051382848583904,0.168321771484375,10.0,0.020014398517216404,0.0,0.0003289949304140001,2020-02-01,608.0,1995.0,VERTICAL,1970-03-01,0.027005543970446914,6.099971795459069e-07,2.0259859402235746e-15,5e-45,0.5,10.0,PRODUCTOR,0.07410658738110154,0.0366804272713224,0.03668042727132216,0.350099990708179,0.21372099810667364,0.2137209981066756,0.08074126690470917,0.1515011019941993,0.0,0.016939758773445526,0.10599145057040907,3236.95800179989,0.2917908569838542
MIQUETLA-26,0.313861,0.30994040651322846,0.9999999999999999,0.022224773793773155,0.018729270915143193,0.3234231454440514,0.3099404072443675,0.022224773874505506,0.018686922222714224,0.0017899219756577131,0.3137843737792969,10.0,0.033834359074633114,0.0,0.0502528542882,2020-02-01,607.0,2005.0,VERTICAL,1970-04-01,0.0712799999993874,1.064447633189703e-06,0.00044084879568479846,5e-45,0.5,10.0,PRODUCTOR,0.2964938381837229,0.09050333784848072,0.09050333784848061,1.8346624552749669,0.9375943391668075,0.9381010991030562,0.23987468838302997,0.4578387869477866,0.0,0.035661949099147064,0.31618115287432774,2496.504860345839,0.16363630870084914
MIQUETLA-27,0.361156,0.3611559983450988,0.8787518103752654,0.02659290033589347,0.011944539360309855,0.1872964218015375,0.36114426741191735,0.033446910227018546,0.011929344490734212,0.001623835435100428,0.3610678271484375,10.0,0.025931067471641943,0.0,0.0154122969424,2020-02-01,606.0,2004.0,VERTICAL,1970-05-01,0.032040999996269935,0.9863611418525059,1.214327551725189e-15,5e-45,0.5,10.0,PRODUCTOR,0.18760525260105826,0.03966294773029207,0.0397108963358022,0.7756123365155352,0.40439053688281357,0.4043905369226154,0.20058991700257958,0.30884036644632684,0.0,0.279602308593055,0.25206331141030053,2067.1713808098434,1.7346045386892919
MIQUETLA-28,0.222449,0.22085554142616706,0.9999999999999999,0.01535490654111437,0.015815878912033392,0.3084756523312857,0.22085558043083964,0.015354910049040826,0.015763029927757296,0.0014141119711111774,0.2223946911621094,10.0,0.03286782519150768,0.0,0.0606298903448,2020-02-01,605.0,2049.7,VERTICAL,1970-06-01,0.06185799999997516,6.140731590532874e-14,0.000992957115935657,5e-45,0.5,10.0,PRODUCTOR,0.2592705438766817,0.05978569195792301,0.059785691957892365,0.8214565698863188,0.396434628071351,0.4007585399463284,0.21505017426315326,0.29603441040062656,0.0,0.19448126104397306,0.26438924266325753,1917.208046542548,0.9490370008871589
MIQUETLA-29,0.25747600000000004,0.24987739892861097,0.9999999999999994,0.0649790645330716,0.01659820061666336,0.1202628210105257,0.24987880665859308,0.0649796917945904,0.016521211458038868,0.006001874346581246,0.25741313964843754,10.0,0.02555462289704053,0.0,0.000385775404525,2018-07-01,584.0,2020.0,VERTICAL,1970-07-01,0.19410244985705388,0.8131850926992077,0.012633649426722697,5e-45,0.5,10.0,INACTIVO,0.2063602454455436,0.0868413593655325,0.08684135936070396,2.9154422254477046,2.1086070296214894,2.1104161931402357,0.19111691791961768,0.4250489873193121,0.0,0.021097179280667303,0.2619584158061696,2369.412685434879,0.7888505570000427
MIQUETLA-30,0.268838,0.26356824237763393,0.9999999999999999,0.04866468675476658,0.012715489227703367,0.07908437866493691,0.26356780804177277,0.04866456911890364,0.012585559754988285,0.0030640216227318896,0.2687723657226563,10.0,0.03230226044225109,0.0,0.0006172403183730001,2018-03-01,579.0,2028.0,VERTICAL,1970-08-01,0.13268090794449183,7.0503035996851795e-09,0.005273023528844945,5e-45,0.5,10.0,INACTIVO,0.324508605230175,0.05020702280970219,0.050207022810157126,1.2954290807868052,0.46488968444131074,0.5016889630101183,0.2598834302422996,0.4220581569054866,0.0,0.013486336237596567,0.3302264563932141,1614.285062469092,0.18228416570427386
MIQUETLA-31,0.25222100000000003,0.2507387889903794,0.9999999999999999,0.08033694913665716,0.01105641023909365,0.1111577462259023,0.25073878516506365,0.08033694726810388,0.011023964911598407,0.005322818588215471,0.2521594226074219,10.0,0.02070724115255259,0.0,0.0201029960118,2020-02-01,602.0,2030.0,VERTICAL,1970-09-01,0.01839799999992252,3.005995441373254e-11,3.4775994050157398e-15,5e-45,0.5,10.0,PRODUCTOR,0.10419593018444209,0.02958877937353515,0.029588779373537613,0.3480361612876171,0.20118668339795018,0.2011866834089123,0.12277187560918316,0.18733990790170957,0.0,0.012916464345321118,0.1539951935928016,2192.7197865570724,0.19955811480653918
MIQUETLA-32,0.320983,0.320459942616048,0.9999999999999999,0.04264154552946799,0.010127303337118622,0.2884106392076864,0.3204599460847875,0.04264154639442959,0.010101189015448387,0.0024348531140114715,0.3209046350097656,10.0,0.019252655017456367,0.0,0.0172107678517,2020-02-01,601.0,2029.0,VERTICAL,1970-10-01,0.052355081838291004,3.541308433020578e-11,3.2116958116930616e-17,5e-45,0.5,10.0,PRODUCTOR,0.07265028614335281,0.019999649659867058,0.019999649659866964,0.9468406689199607,0.4041118498456355,0.4041118498456354,0.11098952752039144,0.3109891861861589,0.0,0.015848320925207104,0.16282105855141796,3132.8282500717187,0.14424484171269109
MIQUETLA-33,0.27738,0.27737999999999996,1.8589352150279356e-09,0.012238083595187986,0.016356509774758356,0.013453062216609996,0.2773799999998479,0.04019960998716817,0.02075869371785159,0.004026037998787371,0.2773122802734375,10.0,0.03858422269150418,0.0,0.00283,2015-12-01,549.0,2066.5,VERTICAL,1970-11-01,0.16837095713314118,3.3181196570896707e-08,0.005779439620389711,5e-45,0.5,10.0,INACTIVO,0.3260345507149614,0.06709504820535428,0.09488221383374018,1.164255251270879,0.39969592597728265,0.467398083017352,0.18925250999999998,0.32849465999999994,0.0,0.005960759999999998,0.2440016199999999,2018.53588812366,0.0454435584838639
MIQUETLA-34,0.26782399999999995,0.26775860517563604,0.9999999999999999,0.4507419844574292,inf,inf,0.2677586131011969,0.4507419978635268,0.00034227348082044475,0.060548769715366185,0.26775861328124995,10.0,0.0025881710575209075,0.0,0.002015,1998-04-01,333.0,2032.0,VERTICAL,1970-12-01,0.0030383818886505084,0.9999999998692994,3.7170177174279744e-09,5e-45,0.5,10.0,INACTIVO,6.698629422988892e-06,1.1715217218375777e-07,1.1715113567320474e-07,7.15398334572754e-05,4.3835031943193766e-05,4.38350109702543e-05,0.008143859999999998,0.00027347999999999994,0.0,0.0017396700000000002,0.008189439999999997,1844.8438926168337,0.09961381813433486
MIQUETLA-35,0.292171,0.28623141659139517,0.9999999999999999,0.04073572697241846,0.015358745378384773,0.05886439592449688,0.2862302674150873,0.040735491035089735,0.014639391366726838,0.0028277084083922002,0.2920996691894532,10.0,0.042232561864467416,0.0,0.00920573083375,2020-02-01,598.0,2000.0,VERTICAL,1971-01-01,0.19878699999999996,0.5818068418843689,0.007602021429903984,5e-45,0.5,10.0,PRODUCTOR,0.738405962597332,0.09950093939310771,0.09950093939506657,3.660190011495909,1.3240586931752953,1.3388693358620194,0.4203736201075073,0.8102214512510791,0.0,0.027762752931302606,0.5554105286493537,2237.06740648104,0.08817836026392863
MIQUETLA-36,0.266418,0.25415184477096664,0.9999999999983178,0.039185040736944156,0.02008779412148467,0.12757730478327936,0.25414732602050055,0.03918402315678703,0.019940411873433806,0.003989087861744938,0.26635295654296876,10.0,0.03202437167293861,0.0,0.00607384425237,2020-02-01,597.0,2001.0,VERTICAL,1971-02-01,0.01312299998260558,0.9999999999999983,6.36874887923589e-14,5e-45,0.5,10.0,INACTIVO,0.39381518632186086,0.15473920331762392,0.1547392033000383,1.3371452383250357,0.9954358479260339,0.9954358476952704,0.2827344589823911,0.46656670266165273,0.0,0.02033078326380356,0.36049557609266675,2280.792779671318,0.10462858059220638
MIQUETLA-37,0.266809,0.25801749917336414,8.196288797574098e-09,0.011752462081979902,0.02171873136026171,0.056897140983919244,0.2668089999999968,0.028580778899662186,0.03457273147264279,0.005197378485824821,0.2667438610839844,10.0,0.06787494710321322,0.0,0.001217,1999-08-01,346.0,2030.0,VERTICAL,1971-03-01,0.2536959999899155,6.33121698200266e-13,0.005739428862515132,5e-45,0.5,10.0,INACTIVO,1.0135418577380784,0.23128088225654359,0.29355280561651115,5.4368968960720165,2.3299892076559656,2.5460888468101692,0.3204242400000002,0.6730037099999997,0.0,0.004132200000000002,0.43259152500000014,1973.451229314751,0.022005182920377907
MIQUETLA-38,0.290589,0.29058899999999993,1.4142852426263147e-07,0.013527634005064747,0.0243779650097179,0.11863812918547562,0.29058899999999993,0.04361027537841323,0.027199964320407475,0.005663134534701999,0.2905180554199219,10.0,0.045928545793085744,0.0,0.005661,1999-03-01,340.0,2020.0,VERTICAL,1971-04-01,0.20276281647047922,2.8840641787254392e-09,0.007534332356558302,5e-45,0.5,10.0,INACTIVO,0.31008640384413344,0.0877474173083839,0.10910383453570673,1.0224708504700635,0.429135642362313,0.4846049657003169,0.1538194199999999,0.24484572000000004,0.0,0.00347505,0.19462704000000008,2150.904655908168,0.011374917443180099
MIQUETLA-39,0.387533,0.3872057381168025,0.9999999999999999,0.07196510103061543,0.013118529535323477,0.3080962672921644,0.38720577892461006,0.07196511005728687,0.013071784451405263,0.006431295464096937,0.3874383874511719,10.0,0.019089240416283525,0.0,0.0109665782067,2020-02-01,594.0,2045.0,VERTICAL,1971-05-01,0.014135951449452679,0.9999999999999999,2.2597016416197568e-17,5e-45,0.5,10.0,PRODUCTOR,0.05138027305356481,0.02409341890404327,0.0240934189040069,0.07244390635452248,0.043868909816225564,0.043868909816280124,0.0765798750570537,0.0606432317252517,0.0,0.057956167636637086,0.0866870803445956,1385.6982139956122,0.7462406723363395
