pozo,Qi_hist,ultima_produccion,ultima_fecha,mes_max,profundidad_total,trayectoria,first_oil,estado_actual,dias_perforacion,Np,Gp,Cp,Wp,acum_BOE,RGA,corte_agua,tipo
COAPECHACA-283,0.163535,0.0017010000000000007,2009-10-01,50.0,2256.0,DIRECCIONAL,2005-09-01,INACTIVO,9.0,0.044674679999999994,0.025761389999999995,0.0,0.00028515,0.048968244999999994,570.7409048880278,0.07661023145287107,ALTA
COAPECHACA-193,0.245302,0.00663618978053,2020-02-01,176.0,2169.0,DIRECCIONAL,2005-09-01,PRODUCTOR,13.0,0.11786093835097174,0.13997046251308803,0.0,0.009336554233454798,0.1411893487698197,3012.104782170915,0.17340903802511082,ALTA
COAPECHACA-571,0.35851900000000003,0.0163272350944,2020-02-01,176.0,2134.0,DIRECCIONAL,2005-09-01,PRODUCTOR,9.0,0.1763634041035859,0.31942728023868877,0.0,0.0260744729384826,0.2296012841433672,3284.8688327026684,0.25168238058544506,ALTA
COAPECHACA-593,0.208578,0.014204099427499997,2020-02-01,176.0,2045.0,DIRECCIONAL,2005-09-01,PRODUCTOR,8.0,0.18471610380068104,0.37795069483991584,0.0,0.0236805811136679,0.24770788627400048,3361.2538367174193,0.3120221255890296,ALTA
COAPECHACA-566,0.224756,0.015724000000000002,2008-08-01,34.0,1971.0,DIRECCIONAL,2005-10-01,INACTIVO,7.0,0.05711106000000001,0.041783190000000005,0.0,0.0027938999999999998,0.064074925,720.5922339269653,0.04990539997669918,ALTA
COAPECHACA-584,0.262548,0.0152848050303,2020-02-01,175.0,1891.0,DIRECCIONAL,2005-10-01,PRODUCTOR,7.0,0.11528699871674071,0.19419023671881286,0.0,0.014928461073993303,0.14765203816987618,2720.93530519281,0.21253941096377416,ALTA
COAPECHACA-897,0.263766,0.0074242864247800015,2020-02-01,174.0,2068.0,DIRECCIONAL,2005-11-01,PRODUCTOR,7.0,0.09816402226004162,0.5923887385626059,0.0,0.017899686995092794,0.1968954786871426,6975.764073835656,0.16591663717411262,ALTA
COAPECHACA-857,0.069188,0.000897100884482,2019-04-01,163.0,2200.0,DIRECCIONAL,2005-11-01,INACTIVO,8.0,0.06854582729010933,0.26598041408438167,0.0,0.03418763267659863,0.11287589630417297,5024.334704984109,0.47372743295807607,MEDIA
COAPECHACA-855,0.153999,0.00100953755208,2019-04-01,163.0,2146.0,DIRECCIONAL,2005-11-01,INACTIVO,8.0,0.07975906594659479,0.19173096732564313,0.0,0.06404365680478767,0.11171422716753539,4281.191331990856,0.7268653213436618,ALTA
COAPECHACA-568,0.05660800000000001,0.005223014623699999,2019-12-01,171.0,2088.0,DIRECCIONAL,2005-11-01,PRODUCTOR,7.0,0.08013099924407732,0.22347582497126103,0.0,0.023197820976785754,0.11737697007262078,5545.316341133703,0.2676813635666001,MEDIA
COAPECHACA-835,0.08339099999999999,0.011961347216299998,2020-02-01,174.0,2332.0,DIRECCIONAL,2005-11-01,PRODUCTOR,8.0,0.11098383018100674,0.1632892479387377,0.0,0.03965897400631283,0.13819870483746308,1746.898102532964,0.41120224473016076,MEDIA
COAPECHACA-833,0.08805700000000001,0.0149516855877,2020-02-01,174.0,2349.0,DIRECCIONAL,2005-11-01,PRODUCTOR,7.0,0.11999371455843598,0.4054972077173518,0.0,0.03404931898632073,0.18757658251132792,5166.893256889823,0.23968296285374882,MEDIA
COAPECHACA-799,0.114684,0.000413,2012-05-01,79.0,1987.0,DIRECCIONAL,2005-11-01,INACTIVO,6.0,0.021519180000000002,0.08608383000000001,0.0,0.0016546199999999999,0.03586648500000001,5019.508194754454,0.14990902548852586,MEDIA
COAPECHACA-779,0.029726,0.006097999999999999,2013-10-01,96.0,2002.0,DIRECCIONAL,2005-11-01,INACTIVO,8.0,0.018061140000000003,0.08955140999999998,0.0,0.0018045,0.03298637499999999,7547.967994036004,0.12074945601535728,MEDIA
COAPECHACA-262,0.515764,0.00958970127189,2020-02-01,172.0,2258.0,DIRECCIONAL,2005-12-01,PRODUCTOR,10.0,0.23059108286860266,0.35338768133754295,0.0,0.0243014020009575,0.28948902975819313,3183.370683291976,0.19801274117658343,ALTA
COAPECHACA-869,0.106927,0.0151288126178,2020-02-01,170.0,1996.0,DIRECCIONAL,2006-02-01,PRODUCTOR,5.0,0.14619887358964118,0.748822923577614,0.0,0.03784871489370777,0.2710026941859101,8686.803969462388,0.32778758367430055,MEDIA
COAPECHACA-849,0.292577,0.000206230016323,2020-02-01,170.0,2003.0,DIRECCIONAL,2006-02-01,INACTIVO,9.0,0.10742826486389094,0.23699485396784545,0.0,0.022513440000000003,0.14692740719186517,2986.1181873037294,0.33018600266010767,ALTA
COAPECHACA-847,0.066347,0.00371380419752,2019-12-01,168.0,1988.0,DIRECCIONAL,2006-02-01,PRODUCTOR,6.0,0.18109369182722546,0.8113194230728349,0.0,0.07097046282956886,0.3163135956726978,8319.656564822277,0.6958069025883651,MEDIA
COAPECHACA-829,0.088666,0.0112580177354,2020-02-01,170.0,2106.0,DIRECCIONAL,2006-02-01,PRODUCTOR,8.0,0.13657506601556718,0.5797732452464212,0.0,0.14416350866292507,0.23320394022330396,5004.909394760293,1.1059382566019729,MEDIA
TAJIN-648,0.016899616628299998,0.0128976309499,2020-02-01,46.0,2123.0,DIRECCIONAL,2016-05-01,PRODUCTOR,5.0,0.0128059389964989,0.14297712591920106,0.0,0.007861138315046402,0.036635459983032415,10442.875890573036,0.6281972473743499,MEDIA
TAJIN-628,0.0149838121239,0.0159484608652,2020-02-01,36.0,2210.0,DIRECCIONAL,2017-03-01,PRODUCTOR,8.0,0.008954140634820003,0.058444287454070994,0.0,0.0004643808372033,0.018694855210498497,7489.884960764943,0.12088806153674313,MEDIA
COAPECHACA-175,0.044029,0.000993,2012-07-01,74.0,2076.0,DIRECCIONAL,2006-06-01,INACTIVO,24.0,0.043602869999999995,0.04654668000000002,0.0,0.00192381,0.05136064999999999,1086.411152912639,0.07167041896037141,MEDIA
COAPECHACA-173,0.257882,0.024462,2008-12-01,30.0,1954.0,DIRECCIONAL,2006-06-01,INACTIVO,9.0,0.07019196000000001,0.024081749999999996,0.0,0.00629814,0.07420558499999999,555.3965702654718,0.09903311671761875,ALTA
COAPECHACA-171,0.289331,0.000600549857034,2017-05-01,133.0,2075.0,DIRECCIONAL,2006-06-01,INACTIVO,8.0,0.13009110966953352,0.1393620438277959,0.0,0.025140696305763342,0.1533181169741661,2347.1031400608995,0.2686931035127378,ALTA
COAPECHACA-132,0.14466500000000002,0.0196956482759,2020-02-01,165.0,2263.0,DIRECCIONAL,2006-07-01,PRODUCTOR,8.0,0.0791243517685521,0.08942742996649532,0.0,0.028508863804578007,0.09402892342963466,1271.7596741664609,0.39335114970817936,ALTA
COAPECHACA-151,0.100637,0.00439883870968,2019-12-01,163.0,2078.0,DIRECCIONAL,2006-07-01,PRODUCTOR,8.0,0.06552310996428869,0.10216877477785984,0.0,0.047201097123688876,0.08255123909393199,1753.401258905078,1.0558008885283137,MEDIA
COAPECHACA-153,0.251592,0.0167368341836,2020-02-01,165.0,2023.0,DIRECCIONAL,2006-07-01,PRODUCTOR,7.0,0.18065801625417638,0.1452694730052408,0.0,0.048234525208953896,0.20486959508838307,1132.651369537369,0.498008086458626,ALTA
COAPECHACA-155,0.194114,0.00620783175711,2016-10-01,124.0,2087.0,DIRECCIONAL,2006-08-01,INACTIVO,7.0,0.10861542311260529,0.05295673289784002,0.0,0.014677554287618697,0.11744154526224533,1025.791880392323,0.24692159868188923,ALTA
COAPECHACA-152,0.09136,0.0129929394355,2020-02-01,164.0,2237.0,DIRECCIONAL,2006-08-01,PRODUCTOR,8.0,0.08953024183547313,0.09670032445855982,0.0,0.02207515137884743,0.10564696257856641,1338.3649972572932,0.39484410015330346,MEDIA
COAPECHACA-135,0.046537,0.0148353263247,2020-02-01,163.0,2277.0,DIRECCIONAL,2006-09-01,PRODUCTOR,10.0,0.10477729045443357,0.11742707717872466,0.0,0.02386542826667249,0.12434846998422104,1230.8067187223135,0.32030374857079236,MEDIA
COAPECHACA-133,0.06205,0.13677031034499998,2020-02-01,163.0,2193.0,DIRECCIONAL,2006-09-01,PRODUCTOR,9.0,0.14665185682224902,0.13946589413924884,0.0,0.1142186736837873,0.1698961725121238,846.9268481514135,0.4318828263981832,MEDIA
COAPECHACA-131,0.043643,0.00742453719092,2020-02-01,163.0,2180.0,DIRECCIONAL,2006-09-01,PRODUCTOR,8.0,0.0825021467954361,0.13406933797875153,0.0,0.022706307763044303,0.1048470364585614,1705.5406367315813,0.35390939349386585,MEDIA
COAPECHACA-199,0.087904,0.007731999999999998,2015-07-01,108.0,2210.0,DIRECCIONAL,2006-09-01,INACTIVO,9.0,0.08520770999999999,0.06744218999999999,0.0,0.01227981,0.09644807499999997,1422.5867142210186,0.2606501557416355,MEDIA
COAPECHACA-179,0.047827,0.140798448276,2020-02-01,163.0,2277.0,DIRECCIONAL,2006-09-01,PRODUCTOR,25.0,0.32149779477746687,0.1455497058566641,0.0,0.0879711702330407,0.34575607908691086,1227.5679763512487,0.26177632577910814,MEDIA
COAPECHACA-281,0.017533,0.00315110709677,2019-12-01,160.0,2325.0,DIRECCIONAL,2006-10-01,PRODUCTOR,8.0,0.17196810850330319,0.480620102059334,0.0,0.1016591843654102,0.2520714588465255,4057.106908036053,0.3958539254870775,MEDIA
TAJIN-604,0.0008710561290319999,0.0008710561290319999,2019-10-01,0.0,2272.0,DIRECCIONAL,2019-10-01,PRODUCTOR,11.0,2.6131683870959994e-05,0.0001286644838709,0.0,1.123548387096e-05,4.7575764516109996e-05,4923.696632266557,0.429956367390696,BAJA
TAJIN-602,0.0260030233017,0.0151097916998,2020-02-01,23.0,2192.0,DIRECCIONAL,2018-03-01,PRODUCTOR,8.0,0.0117965259712071,0.027543533064593402,0.0,0.005071799540450101,0.016387114815305994,2412.330752040202,0.42993972451788687,MEDIA
TAJIN-601,0.000289387387097,0.00020623,2020-02-01,4.0,2253.0,DIRECCIONAL,2019-10-01,PRODUCTOR,10.0,2.065626677421e-05,0.00010549498965515999,0.0,0.0,3.8238765050069996e-05,4391.207766168995,0.0,BAJA
COAPECHACA-282,0.233342,0.0173920709794,2020-02-01,161.0,2254.0,DIRECCIONAL,2006-11-01,PRODUCTOR,9.0,0.1530200623179822,1.1259186831961734,0.0,0.025542689999999993,0.3406731761840111,11900.749070109674,1.3289139735610411,ALTA
COAPECHACA-264,0.07589800000000001,0.0146526473619,2020-02-01,161.0,2173.0,DIRECCIONAL,2006-11-01,PRODUCTOR,9.0,0.06471280906414949,0.1753448066786061,0.0,0.011745929883681786,0.09393694351058385,3614.4572495800203,0.23054960922400822,MEDIA
COAPECHACA-261,0.6946979999999999,0.005986,2015-11-01,110.0,2124.0,DIRECCIONAL,2006-11-01,INACTIVO,14.0,0.20436324000000008,0.6594836099999999,0.0,0.028685909999999995,0.314277175,6388.429934102349,0.3812277725897442,ALTA
COAPECHACA-244,0.229322,0.00986811119219,2019-06-01,153.0,2176.0,DIRECCIONAL,2006-11-01,INACTIVO,8.0,0.10752016235930997,0.32938594175418306,0.0,0.01465164615799902,0.1624178193183406,5750.488289193032,0.17830654365480528,ALTA
COAPECHACA-242,0.187803,0.00869448534433,2019-12-01,159.0,2040.0,DIRECCIONAL,2006-11-01,PRODUCTOR,26.0,0.1063426290822498,0.29926226046846355,0.0,0.02977913263060001,0.1562196724936603,4659.187997116859,0.4211088098859658,ALTA
COAPECHACA-241,0.10474,0.011961347216299998,2020-02-01,161.0,1822.0,DIRECCIONAL,2006-11-01,PRODUCTOR,16.0,0.11937098486561612,0.37379081641915274,0.0,0.025361867939747682,0.181669454268808,5121.153712750423,0.2308249821375513,MEDIA
COAPECHACA-201,0.08358,0.0101671413793,2020-02-01,161.0,2117.0,DIRECCIONAL,2006-11-01,PRODUCTOR,9.0,0.10448671310053437,0.5934113188088866,0.0,0.05908292326435554,0.2033885995686821,7138.363562193216,0.7820244160463318,MEDIA
COAPECHACA-223,0.148998,0.0167458827586,2020-02-01,160.0,2012.0,DIRECCIONAL,2006-12-01,PRODUCTOR,9.0,0.1471814469900878,0.47264911107095214,0.0,0.04537175651949298,0.2259562988352466,5043.429124716535,0.4961542370846987,ALTA
COAPECHACA-222,0.160954,0.0116623137931,2020-02-01,160.0,2084.0,DIRECCIONAL,2006-12-01,PRODUCTOR,7.0,0.09844964660282736,0.9938954961905454,0.0,0.035216002906228894,0.2640988959679183,14879.090943860336,0.41912517360166096,ALTA
COAPECHACA-284,0.171927,0.00919378965517,2020-02-01,160.0,2284.0,DIRECCIONAL,2006-12-01,PRODUCTOR,9.0,0.10573582690251719,0.35359369836461113,0.0,0.025185047725551576,0.16466810996328565,7515.218797931157,0.36756190690317014,ALTA
COAPECHACA-497,0.171265,0.00016498401305799998,2020-02-01,159.0,1910.0,DIRECCIONAL,2007-01-01,PRODUCTOR,21.0,0.06462891019338611,0.03302042343884481,0.0,0.03876874865582531,0.07013231409986022,1383.906114075639,0.8560565202898285,ALTA
COAPECHACA-221,0.068375,0.0116623137931,2020-02-01,159.0,2002.0,DIRECCIONAL,2007-01-01,PRODUCTOR,7.0,0.1092536578859151,0.2765405698642261,0.0,0.05560391478720224,0.15534375286328608,3433.4664750926136,0.4448445122507173,MEDIA
TAJIN-57,0.01080374,0.009832135483870002,2018-05-01,2.0,1982.0,DIRECCIONAL,2018-03-01,PRODUCTOR,10.0,0.0008536836193548,0.014458732645170001,0.0,0.00010241964290328,0.0032634723935498,17330.682590547705,0.12000305378283756,BAJA
TAJIN-37,0.037245161290300005,0.015795703225799998,2018-05-01,2.0,2063.0,DIRECCIONAL,2018-03-01,PRODUCTOR,6.0,0.002550622535484,0.005190133516128,0.0,0.000852954303225,0.003415644788172,2066.352535332532,0.334410341506518,MEDIA
TAJIN-30,0.0120055405935,0.0104372207466,2018-05-01,2.0,2120.0,DIRECCIONAL,2018-03-01,PRODUCTOR,7.0,0.000976203428208,0.006550648898079,0.0,0.0001728281377596,0.0020679782445544997,6582.087922575022,0.17704111342382897,BAJA
COAPECHACA-167,0.037231,0.0107102172414,2020-02-01,158.0,2070.0,DIRECCIONAL,2007-02-01,PRODUCTOR,8.0,0.04891043785640161,0.12686408937100765,0.0,0.015789974635166397,0.07005445275156956,2852.8548774639294,0.36246569160333697,MEDIA
COAPECHACA-149,0.165203,0.0169452413793,2020-02-01,158.0,2208.0,DIRECCIONAL,2007-02-01,PRODUCTOR,9.0,0.058862226342255006,0.12525841744931104,0.0,0.013826096644300003,0.07973862925047348,2304.5722326153123,0.24343701116338134,ALTA
COAPECHACA-479,0.10192,0.00405898387097,2017-01-01,121.0,2080.0,DIRECCIONAL,2007-02-01,INACTIVO,10.0,0.026191183694549588,0.04734325255393889,0.0,0.0028016846127364207,0.034081725786872734,3698.8739537293895,0.14810737922558256,MEDIA
COAPECHACA-477,0.382201,0.0109473827586,2020-02-01,158.0,1967.0,DIRECCIONAL,2007-02-01,PRODUCTOR,8.0,0.06708533311835248,0.05211047710978711,0.0,0.018456986210255398,0.07577041263665037,1261.5566347966862,0.9168025292878392,ALTA
COAPECHACA-266,0.12103,0.000824920713865,2020-02-01,158.0,2239.0,DIRECCIONAL,2007-02-01,PRODUCTOR,8.0,0.04783029252149416,0.06736584950188153,0.0,0.0130927373780575,0.05905793410514106,2409.93999605158,0.3376843620224323,MEDIA
COAPECHACA-263,0.124764,0.016147819682400002,2020-02-01,158.0,2206.0,DIRECCIONAL,2007-02-01,PRODUCTOR,9.0,0.09949841518233606,0.46229000160747324,0.0,0.07637253867516722,0.17654674878358148,8725.370343090723,1.1384654740463278,ALTA
COAPECHACA-598,0.20384,0.017268334483,2020-02-01,158.0,2161.0,DIRECCIONAL,2007-02-01,INACTIVO,9.0,0.08014363302750362,0.11300894462950199,0.0,0.03148970275329337,0.09897845713242061,2125.6978463054234,0.4223854685802832,ALTA
TAJIN-501,0.011451923333299998,0.0181413758621,2020-02-01,46.0,2183.0,DIRECCIONAL,2016-05-01,PRODUCTOR,134.0,0.011042862055363804,0.035595848018362505,0.0,0.0056700354657147,0.016975503391757553,3078.1313148744207,0.508210577680564,BAJA
COAPECHACA-288,0.123659,0.0172243372328,2020-02-01,157.0,2059.0,DIRECCIONAL,2007-03-01,PRODUCTOR,8.0,0.07124034317943868,0.10307167247029361,0.0,0.016845246420312175,0.088418955257821,1442.146106195022,0.34961827652952476,MEDIA
COAPECHACA-268,0.215545,0.000531615666667,2019-11-01,154.0,2093.0,DIRECCIONAL,2007-03-01,INACTIVO,8.0,0.06808559452207162,0.0772145934215211,0.0,0.024499470000000006,0.08095469342565843,1552.938295905267,0.4050342306234155,ALTA
COAPECHACA-189,0.141214,0.0152507172414,2020-02-01,157.0,1935.0,DIRECCIONAL,2007-03-01,PRODUCTOR,9.0,0.07200498118567715,0.06300621348735089,0.0,0.02423991565327051,0.08250601676690227,1201.247287366325,0.707620767545264,ALTA
COAPECHACA-169,0.13063,0.0002658078,2019-11-01,154.0,2016.0,DIRECCIONAL,2007-03-01,INACTIVO,8.0,0.04379883190671425,0.05259199902572568,0.0,0.0075516926070594076,0.05256416507766852,1235.8467755749266,0.4252792029517613,ALTA
COAPECHACA-187,0.109129,0.00885414827586,2020-02-01,156.0,1923.0,DIRECCIONAL,2007-04-01,INACTIVO,6.0,0.054417660635125195,0.09056516585883656,0.0,0.016494144014460296,0.06951185494493127,3267.4217636187004,0.37313103454598884,MEDIA
COAPECHACA-499,0.072437,0.0153985137931,2020-02-01,156.0,1984.0,DIRECCIONAL,2007-04-01,PRODUCTOR,11.0,0.03840435810982926,0.073630942778646,0.0,0.0134315952947721,0.05067618190627027,4530.977279079442,0.40322227905359825,MEDIA
COAPECHACA-473,0.055163,0.00106044517241,2020-02-01,156.0,2149.0,DIRECCIONAL,2007-04-01,PRODUCTOR,8.0,0.048057566502513305,0.07851358133225846,0.0,0.05935378736998312,0.06114316339122302,2508.4260699481492,1.5467816898047644,MEDIA
TAJIN-75,0.0248862033333,0.021060935483900003,2018-05-01,2.0,1928.0,DIRECCIONAL,2018-03-01,PRODUCTOR,6.0,0.002089156454838,0.0044145525161309995,0.0,0.0008982468322583999,0.0028249152075265,2122.772222658834,0.42995670570400674,MEDIA
TAJIN-73,0.0215968366667,0.017941987096799998,2018-05-01,2.0,2064.0,DIRECCIONAL,2018-03-01,PRODUCTOR,9.0,0.0016816191645179998,0.009888161032266,0.0,0.001124702735487,0.0033296460032289994,5901.6354274117875,0.6688213012363545,MEDIA
TAJIN-79,0.00908337419355,0.00908337419355,2018-05-01,2.0,2183.0,DIRECCIONAL,2018-03-01,PRODUCTOR,7.0,0.0007467078903225001,0.004138890193548,0.0,0.0002497071264516,0.0014365229225805,5815.408766995973,0.3344107409891814,BAJA
TAJIN-59,0.0109645483871,0.0109645483871,2018-05-01,2.0,2187.0,DIRECCIONAL,2018-03-01,PRODUCTOR,6.0,0.0008827008612903,0.0008919201354846,0.0,0.0002213883829032,0.0010313542172043998,1045.0465712317662,0.2508079412411059,BAJA
TAJIN-53,0.0073030533333299985,0.006479048387100001,2018-05-01,2.0,1895.0,DIRECCIONAL,2018-03-01,PRODUCTOR,8.0,0.0005881624387098,0.012952458774210002,0.0,0.0003177263838708,0.0027469055677448,22627.903337538475,0.5402017264043604,BAJA
TAJIN-17,0.023521667741900003,0.0202345741935,2018-05-01,2.0,2208.0,DIRECCIONAL,2018-03-01,PRODUCTOR,5.0,0.001958598858063,0.010645539322557001,0.0,0.0008421126161292001,0.0037328554118225003,5553.897920899526,0.4299566547008144,MEDIA
TAJIN-13,0.0145014935484,0.0145014935484,2018-05-01,2.0,1915.0,DIRECCIONAL,2018-03-01,PRODUCTOR,6.0,0.001223538754839,0.007631658870966001,0.0,0.0004091688322581,0.0024954819,6271.273643846559,0.33441428378573385,BAJA
COAPECHACA-185,0.038573,0.0108270827586,2020-02-01,154.0,2053.0,DIRECCIONAL,2007-06-01,PRODUCTOR,8.0,0.04902827335920931,0.10402064102167706,0.0,0.0036260304550417505,0.06636504686282217,2156.534358004541,0.07129501280446965,MEDIA
TAJIN-77,0.00939381935484,0.00939381935484,2018-05-01,2.0,2048.0,DIRECCIONAL,2018-03-01,PRODUCTOR,7.0,0.0007618456580646,0.002931336664518,0.0,0.00013487836322580003,0.0012504017688175998,4037.1625368585123,0.17704152107594492,BAJA
TAJIN-51,0.005474903225810001,0.00237565166667,2018-04-01,1.0,2018.0,DIRECCIONAL,2018-03-01,INACTIVO,6.0,0.0002355166467744,8.460136677429e-05,0.0,0.00023627787,0.000249616874570115,359.2351497382262,1.0032320096665053,BAJA
COAPECHACA-495,0.040936,0.000180451413793,2020-02-01,152.0,1962.0,DIRECCIONAL,2007-08-01,PRODUCTOR,6.0,0.03160455087176866,0.04791566808813903,0.0,0.024009698389855404,0.03959049555312516,1654.6060660795447,0.8326022361850485,MEDIA
COAPECHACA-475,0.052089,0.000371214137931,2020-02-01,152.0,2009.0,DIRECCIONAL,2007-08-01,PRODUCTOR,7.0,0.024501594624460523,0.057347309252836494,0.0,0.0077652791052947815,0.03405947949993327,2737.3537516547053,0.3888367267498807,MEDIA
COAPECHACA-429,0.07134299999999999,0.0005774444827590001,2020-02-01,152.0,2058.0,DIRECCIONAL,2007-08-01,INACTIVO,7.0,0.03503965903448276,0.0602935118689655,0.0,0.01775980711701891,0.045088577679310377,1679.8519954519236,0.5105187137938977,MEDIA
COAPECHACA-425,0.030375,0.000160770806452,2019-12-01,150.0,2124.0,DIRECCIONAL,2007-08-01,INACTIVO,7.0,0.03760591396889527,0.09268201196774402,0.0,0.008014988224400915,0.05305291596351927,2394.084763891512,0.2402386096318651,MEDIA
COAPECHACA-417,0.061363,0.000167844677419,2019-12-01,150.0,2068.0,DIRECCIONAL,2007-08-01,INACTIVO,6.0,0.0518129185641452,0.08422142175419216,0.0,0.019773210481472285,0.06584982218984389,1637.5764587091614,0.43020926485720123,MEDIA
COAPECHACA-415,0.061901,6.1e-05,2013-07-01,72.0,2231.0,DIRECCIONAL,2007-08-01,INACTIVO,9.0,0.03295650000000001,0.04982829000000002,0.0,0.009021749999999999,0.04126121499999999,1453.9336884662146,0.4192609825357334,MEDIA
COAPECHACA-410,0.14843499999999998,0.001217,2012-09-01,62.0,2031.0,DIRECCIONAL,2007-08-01,INACTIVO,6.0,0.03342680999999999,0.10310739,0.0,0.009324149999999998,0.05061137499999999,4386.593629608116,0.3127736977059244,ALTA
COAPECHACA-409,0.08631799999999999,0.00028356631034500004,2020-02-01,152.0,1939.0,DIRECCIONAL,2007-08-01,INACTIVO,7.0,0.059557305531972624,0.1359123377170243,0.0,0.014487507175041601,0.08220936181814335,1867.950142753699,0.268711449975995,MEDIA
COAPECHACA-407,0.032182,0.017943999999999998,2009-05-01,21.0,2038.0,DIRECCIONAL,2007-08-01,INACTIVO,6.0,0.019655190000000003,0.029708339999999996,0.0,0.008653079999999999,0.02460658,1670.8778957838047,0.41911455269552217,MEDIA
COAPECHACA-405,0.125624,0.00016498400000000002,2020-02-01,152.0,2183.0,DIRECCIONAL,2007-08-01,INACTIVO,9.0,0.04178687639322568,0.06653018097914588,0.0,0.0091792054913379,0.05287523988974998,1406.5032505123359,0.2476309438000946,ALTA
COAPECHACA-419,0.033811,0.00016498400000000002,2020-02-01,152.0,1920.0,DIRECCIONAL,2007-08-01,INACTIVO,8.0,0.049025852473426064,0.14410395802338016,0.0,0.0174033100614003,0.07304317881065604,3355.621905588077,0.30450211160618657,MEDIA
COAPECHACA-528,0.100774,0.0150712965517,2020-02-01,152.0,2134.0,DIRECCIONAL,2007-08-01,PRODUCTOR,8.0,0.06940403512115631,0.13536425556663184,0.0,0.012554886397028607,0.09196474438226164,1855.5581023523325,0.2401347138260422,MEDIA
COAPECHACA-508,0.069928,0.000285972517241,2020-02-01,152.0,1984.0,DIRECCIONAL,2007-08-01,INACTIVO,6.0,0.0306076648558398,0.07468690737931039,0.0,0.0014893304015572803,0.04305548275239152,2436.7790172555215,0.09969550543116183,MEDIA
COAPECHACA-576,0.053752,0.012796579310299998,2020-02-01,151.0,2225.0,DIRECCIONAL,2007-09-01,PRODUCTOR,9.0,0.04768841799331379,0.16191170065862998,0.0,0.019522573141527697,0.07467370143641879,3763.253419923654,0.423736871287343,MEDIA
COAPECHACA-427,0.056808,0.00025761274193500004,2019-12-01,149.0,2057.0,DIRECCIONAL,2007-09-01,INACTIVO,7.0,0.02367421838225805,0.049418261399999976,0.0,0.00546116631948387,0.03191059528225805,1820.9145092471588,0.253819052746785,MEDIA
COAPECHACA-286,0.101037,0.0139549034483,2020-02-01,151.0,2264.0,DIRECCIONAL,2007-09-01,PRODUCTOR,7.0,0.07152956034169324,0.11267181239988901,0.0,0.023259099848849996,0.09030819574167469,1927.531924419422,0.4351519775390152,MEDIA
COAPECHACA-248,0.118305,0.016745883595,2020-02-01,151.0,2232.0,DIRECCIONAL,2007-09-01,PRODUCTOR,7.0,0.0690795120930604,0.12377503117198076,0.0,0.0391687924297615,0.0897086839550572,2401.7981354544963,0.8229652500979558,MEDIA
COAPECHACA-556,0.13313599999999998,0.000154339883184,2019-12-01,148.0,2070.0,DIRECCIONAL,2007-10-01,INACTIVO,7.0,0.06323640349106711,0.13097371076247719,0.0,0.013826548648237288,0.08506535528481336,2448.6079640855874,0.21125911625469632,ALTA
COAPECHACA-552,0.040086,0.002972,2013-12-01,75.0,2348.0,DIRECCIONAL,2007-10-01,INACTIVO,11.0,0.04541183999999999,0.03336444000000002,0.0,0.01407285,0.05097258,708.9825871473575,0.49927455622900696,MEDIA
COAPECHACA-457,0.012912,0.00020623,2020-02-01,150.0,2295.0,DIRECCIONAL,2007-10-01,INACTIVO,7.0,0.03386008243516132,0.05971010546965514,0.0,0.012863207757399329,0.04381176668010384,1696.3628860592346,0.4214237434827834,BAJA
COAPECHACA-437,0.156639,0.0135836896552,2020-02-01,150.0,2277.0,DIRECCIONAL,2007-10-01,PRODUCTOR,7.0,0.054673376503158004,0.04874135220679557,0.0,0.0082911526389681,0.06279693520429057,1074.4071281421384,0.2594607521023811,ALTA
COAPECHACA-572,0.335306,0.000536198275862,2020-02-01,150.0,2363.0,DIRECCIONAL,2007-10-01,INACTIVO,8.0,0.049106994093437155,0.06330322373793106,0.0,0.005887339796662952,0.059657531383092335,2127.448044319175,0.21387406096217276,ALTA
TAJIN-661,0.0243904967742,0.00463019032258,2018-10-01,7.0,2110.0,DIRECCIONAL,2018-03-01,INACTIVO,7.0,0.0031795007225801997,0.0033802041870963,0.0,0.0025676501354831996,0.0037428680870962502,1102.442408354485,0.9616891252652091,MEDIA
TAJIN-643,0.00942196551724,0.00942196551724,2020-02-01,23.0,2277.0,DIRECCIONAL,2018-03-01,INACTIVO,7.0,0.0009551218306785001,0.00333695511135,0.0,0.0012130289835378001,0.0015112810159035,4098.441227661559,1.2662056589964068,BAJA
TAJIN-641,0.00912383,0.0041893,2019-12-01,21.0,2142.0,DIRECCIONAL,2018-03-01,PRODUCTOR,14.0,0.0029973394963127994,0.010642338783986608,0.0,0.003583754264514,0.004771062626977235,4152.590876613733,1.084624378401728,BAJA
TAJIN-623,0.017942017689599996,0.0134049594924,2020-02-01,23.0,2372.0,DIRECCIONAL,2018-03-01,PRODUCTOR,8.0,0.0034108203422132995,0.017684757769071,0.0,0.00013746428340150003,0.0063582799703918,5332.748464456275,0.036418677648551695,MEDIA
COAPECHACA-558,0.046527,0.000219978689655,2020-02-01,149.0,2053.0,DIRECCIONAL,2007-11-01,INACTIVO,7.0,0.044337234495021326,0.07561053213854818,0.0,0.01229487357252392,0.05693898985144603,1904.0925234079004,0.3092795910481599,MEDIA
