pozo,Qi_hist,Qi_hyp,b,di_hyp,error_Qi_hyp,error_di_hyp,Qi_harm,di_harm,error_Qi_harm,error_di_harm,Qi_exp,di_exp,error_Qi_exp,error_di_exp,hidrocarburo_principal,ultima_produccion,mes_max,profundidad_total,trayectoria,first_oil,Qi_gas,b_gas,di_gas,Qi_condensado,b_condensado,di_condensado,estado_actual,RSS_exponencial,RSS_hiperbolica,RSS_harmonica,RSS_gas_exponencial,RSS_gas_hiperbolica,RSS_gas_harmonica,Np,Gp,Cp,Wp,acum_BOE,RGA,corte_agua,tipo
MIQUETLA-4,0.259708,0.25970799999999983,0.4416367225407458,0.025047798916051835,0.011605193519045808,0.07786450409972225,0.259707999177131,0.060979950683130855,0.012165106169597225,0.004252705321579289,0.2596445947265625,10.0,0.021540616886039858,0.0,0.00155395935203,2019-05-01,621.0,2100.0,VERTICAL,1968-05-01,0.08828699928976971,9.71393956266017e-10,0.005038216293045662,5e-45,0.5,10.0,INACTIVO,0.11878353301277325,0.03438151974550178,0.037927516774591996,0.41931103144116544,0.20463371664539343,0.2198879302767732,0.122207626771312,0.18367046501084733,0.0,0.017617583917349855,0.1528193709397866,1892.6520660416202,0.15357589783448056,ALTA
MIQUETLA-13,0.239686,0.23535096444869624,0.9999999999999999,0.06934803514046163,0.016163553158937322,0.15218947156989668,0.2353507752802426,0.06934793589424502,0.01610612803780844,0.006748021110308706,0.23962748291015626,10.0,0.024408587556987625,0.0,0.00613412417953,2020-02-01,621.0,2075.5,VERTICAL,1969-02-01,0.08429084570119227,4.753275638009985e-08,0.004692339547583172,5e-45,0.5,10.0,INACTIVO,0.16086036956232538,0.07030681408734697,0.07030681408756745,0.5771564702269498,0.2603599686562108,0.27326958659797873,0.14247102092416,0.2395197476269458,0.0,0.015305712459319281,0.1823909788619844,1919.772274936627,0.11948272962221769,ALTA
MIQUETLA-8,0.16206700000000002,0.1620616742549818,0.9999999999999999,0.045916697371026334,0.006465862212358873,0.4604693680531414,0.16206174510475374,0.045916718646642755,0.00643090907801406,0.004252585048879366,0.16198786572265628,10.0,0.010705553760234044,0.0,0.0045444301143400005,2018-04-01,604.0,2220.1,VERTICAL,1968-09-01,0.007549999999999162,8.001118170786192e-11,1.0529041269255868e-19,5e-45,0.5,10.0,INACTIVO,0.0106586259621333,0.003846279664237242,0.00384627966408637,1.5035239738109905,1.448158110243787,1.4481581102437862,0.02857332665743039,0.12075714752593199,0.0,0.02949757453052551,0.04869951791175237,6919.422330153866,0.9381558525849832,MEDIA
MIQUETLA-36,0.266418,0.25415184477096664,0.9999999999983178,0.039185040736944156,0.02008779412148467,0.12757730478327936,0.25414732602050055,0.03918402315678703,0.019940411873433806,0.003989087861744938,0.26635295654296876,10.0,0.03202437167293861,0.0,0.00607384425237,2020-02-01,597.0,2001.0,VERTICAL,1971-02-01,0.01312299998260558,0.9999999999999983,6.36874887923589e-14,5e-45,0.5,10.0,INACTIVO,0.39381518632186086,0.15473920331762392,0.1547392033000383,1.3371452383250357,0.9954358479260339,0.9954358476952704,0.2827344589823911,0.46656670266165273,0.0,0.02033078326380356,0.36049557609266675,2280.792779671318,0.10462858059220638,ALTA
MIQUETLA-20,0.220353,0.22035299999999997,0.4866459209029226,0.024197153682768664,0.020443316601412714,0.12361249470529882,0.22035299999999997,0.04560446945937159,0.02078575062374335,0.0058134460076940805,0.22029920288085936,10.0,0.03214789182073374,0.0,0.000427004045079,2018-07-01,594.0,2130.0,VERTICAL,1969-09-01,0.054124327334792284,0.9975717684003026,1.873745374555753e-24,5e-45,0.5,10.0,INACTIVO,0.26560614576902314,0.10814122153236594,0.11235024172861152,2.853850029545608,2.0951254463622235,2.0951254463618176,0.16262750252963717,0.42054571537187985,0.0,0.01686530139365981,0.232718455091617,2758.429382344971,0.13764068185135625,MEDIA
MIQUETLA-45,0.196032,0.19603199999988782,0.5697958502832964,0.020772861941668334,0.01873273580824724,0.13887199978896322,0.19603199999999998,0.03607792103198991,0.018881594935966927,0.004635486634954897,0.19593628125,10.0,0.029297966297289087,0.0,0.00994403027101,2020-02-01,587.0,2030.0,VERTICAL,1971-11-01,0.11330938738090833,0.3258988051772304,0.006603703973327069,5e-45,0.5,10.0,INACTIVO,0.2103008531434864,0.08589167773346948,0.08805972637859878,0.6460187856385928,0.3571952055789334,0.3626366966531261,0.15176663346591884,0.2307798221509137,0.0,0.01115477836112579,0.1902299371577379,1696.152451993218,0.10850632128221424,MEDIA
MIQUETLA-29,0.25747600000000004,0.24987739892861097,0.9999999999999994,0.0649790645330716,0.01659820061666336,0.1202628210105257,0.24987880665859308,0.0649796917945904,0.016521211458038868,0.006001874346581246,0.25741313964843754,10.0,0.02555462289704053,0.0,0.000385775404525,2018-07-01,584.0,2020.0,VERTICAL,1970-07-01,0.19410244985705388,0.8131850926992077,0.012633649426722697,5e-45,0.5,10.0,INACTIVO,0.2063602454455436,0.0868413593655325,0.08684135936070396,2.9154422254477046,2.1086070296214894,2.1104161931402357,0.19111691791961768,0.4250489873193121,0.0,0.021097179280667303,0.2619584158061696,2369.412685434879,0.7888505570000427,ALTA
MIQUETLA-30,0.268838,0.26356824237763393,0.9999999999999999,0.04866468675476658,0.012715489227703367,0.07908437866493691,0.26356780804177277,0.04866456911890364,0.012585559754988285,0.0030640216227318896,0.2687723657226563,10.0,0.03230226044225109,0.0,0.0006172403183730001,2018-03-01,579.0,2028.0,VERTICAL,1970-08-01,0.13268090794449183,7.0503035996851795e-09,0.005273023528844945,5e-45,0.5,10.0,INACTIVO,0.324508605230175,0.05020702280970219,0.050207022810157126,1.2954290807868052,0.46488968444131074,0.5016889630101183,0.2598834302422996,0.4220581569054866,0.0,0.013486336237596567,0.3302264563932141,1614.285062469092,0.18228416570427386,ALTA
MIQUETLA-62,0.112202,0.108374810081355,0.9999999999999999,0.07197028144061399,0.010633515857710397,0.2321343485791536,0.10837510530499656,0.0719707367584447,0.010594153004685112,0.0113689051175328,0.1121472138671875,10.0,0.012745827927732847,0.0,0.00373014493791,2020-02-01,571.0,2098.0,VERTICAL,1973-03-01,0.014808999962503207,8.410323693031074e-08,1.3349677491665867e-15,5e-45,0.5,10.0,INACTIVO,0.03330350656049178,0.023073006507241034,0.02307300650654691,0.2772185264319133,0.22167814223898963,0.22167814225083501,0.06362510034380432,0.102238661394345,0.0,0.008300385842439894,0.0806648772428618,1518.7113745317433,0.09123679032069651,MEDIA
MIQUETLA-51,0.177332,0.17564543896921905,0.9999999999999999,0.09839913908995009,0.012205899311583343,0.2390099906461541,0.17564543879822445,0.09839913877140949,0.012159317029183127,0.01249340394954201,0.177245412109375,10.0,0.016160583213701996,0.0,6.96195346093e-05,2018-07-01,562.0,2070.6,VERTICAL,1972-05-01,0.02027699998940753,2.2786450667390116e-09,0.0009784515035447159,5e-45,0.5,10.0,INACTIVO,0.038913503021241025,0.02205298547441128,0.02205298547441132,0.11549544806545686,0.07253693326633506,0.07277532594034108,0.05116815010101082,0.07415533953870448,0.0,0.0068358367182760425,0.06352737335746153,2324.687552194152,0.20935591261729825,MEDIA
MIQUETLA-58,0.235868,0.23562464672626093,0.9999999999999999,0.035125188886618114,0.011186762346298774,0.4774146483529775,0.23562471767237192,0.035125201074174155,0.011145790736871414,0.0029803992742114833,0.2358104150390625,10.0,0.018595682764304833,0.0,0.000241671927296,2018-11-01,560.0,2099.3,VERTICAL,1972-11-01,0.043907109396094615,5.888512885077191e-07,1.7350681141245247e-11,5e-45,0.5,10.0,INACTIVO,0.047720319610951606,0.01714468499416896,0.01714468499414505,0.4545319003764705,0.18463507883315664,0.18463507882284064,0.06973557962968001,0.1844098666116389,0.0,0.06249570104823288,0.1004705573982865,3567.6846165375846,1.0922491778038166,ALTA
MIQUETLA-63,0.138376,0.1382766886512,0.9999999999999999,0.028987069112600936,0.008783676649877432,1.2438990668143692,0.13827628683752882,0.028986972016019744,0.008715708759691234,0.004123001015023562,0.13830843359375,10.0,0.012705876959305617,0.0,0.0005082590054009999,2018-11-01,555.0,2100.0,VERTICAL,1973-04-01,0.025604974527079858,0.9968880319192376,6.4735173954211066e-15,5e-45,0.5,10.0,INACTIVO,0.01049355510482587,0.0049377919996518764,0.004937791999816073,0.08595920452705345,0.042033010940859226,0.04203301094218909,0.02263187117591722,0.05146599882479486,0.0,0.014144208541712546,0.031209537646716357,3220.7528035004048,0.7115662177468459,MEDIA
MIQUETLA-33,0.27738,0.27737999999999996,1.8589352150279356e-09,0.012238083595187986,0.016356509774758356,0.013453062216609996,0.2773799999998479,0.04019960998716817,0.02075869371785159,0.004026037998787371,0.2773122802734375,10.0,0.03858422269150418,0.0,0.00283,2015-12-01,549.0,2066.5,VERTICAL,1970-11-01,0.16837095713314118,3.3181196570896707e-08,0.005779439620389711,5e-45,0.5,10.0,INACTIVO,0.3260345507149614,0.06709504820535428,0.09488221383374018,1.164255251270879,0.39969592597728265,0.467398083017352,0.18925250999999998,0.32849465999999994,0.0,0.005960759999999998,0.2440016199999999,2018.53588812366,0.0454435584838639,ALTA
MIQUETLA-75,0.112811,0.11281099999994436,0.9999999999999999,0.031227555058818007,0.020959081742891995,0.24363174293488102,0.11281099999999998,0.03122755514145935,0.01807227059160225,0.007711432511434378,0.11275591650390625,10.0,0.03361274587098425,0.0,0.000398634473071,2018-11-01,546.0,2023.0,VERTICAL,1974-01-01,0.18466213364847955,0.2764988035710713,0.014135636117231652,5e-45,0.5,10.0,INACTIVO,0.288103254671779,0.12468545898730336,0.12468545898730135,1.1312558503748484,0.44051417940233206,0.46122880991126547,0.17314082109518186,0.3121993004976674,0.0,0.00826071876301113,0.22517403784479334,2270.9502157885854,0.05795141219089148,MEDIA
MIQUETLA-78,0.155358,0.09619079444426396,0.9999999999999999,0.03029224863528728,0.011851215111615684,0.1771957181515829,0.09618745300753088,0.030290369911226706,0.0092135179085743,0.0048384590869282405,0.1552821416015625,10.0,0.027062982887118513,0.0,0.000265756315381,2018-11-01,543.0,2046.0,VERTICAL,1974-04-01,0.05695899707042145,3.698216609377253e-08,0.004092798855295209,5e-45,0.5,10.0,INACTIVO,0.23143999350851635,0.06904194582820244,0.06904194574370735,0.7573654719448772,0.33042317133379123,0.345572514751689,0.19378989729970617,0.2878851502548083,0.0,0.006914036019780387,0.24177075567550754,1711.6386517099495,0.04028517794806578,MEDIA
